LEXEME	REPLACEMENT	COMMENT
˧ nin ˨˩ θwā ˧ dä	nin˧θwā˨˩dä˧	swap tones
˦ t’ā ˦˨ k’ü (or ˦˨ k’a)	t’ā˦k’ü˦˨	swap tones
˩˨ k’ui ˥˦ hui	k’ui˩˨hui˥˦	swap tones
˨˦ k’au ˧ pai	k’au˨˦pai˧	swap tones
˦ màn ˨˦ pai ˦˨ ạ̄	màn˦pai˨˦ạ̄˦˨	swap tones
˦˥ no ˧ di	no˦˥di˧	swap tones
˧ a ˨ wē ˨˦ lē ˨ lå	a˧wē˨lē˨˦lå˨	swap tones
˧ a ˧ wä = lä = lå	a˧lå=lä=wä˧	swap tones
˦ nü ˦ chʸeṅ ˦ mō	nü˦chʸeṅ˦mō˦	swap tones
˨˩ nān ˨˩ mu	nān˨˩mu˨˩	swap tones
˨˩ nin ˨˩ miñ	nin˨˩miñ˨˩	swap tones
˧ k’e ˦˨ že	k’e˧že˦˨	swap tones
˨ kö ˦˨ li (˦˨ ša)	kö˨li˦˨	swap tones
˨ ya ˦˨ yi ˦˨ to	ya˨yi˦˨to˦˨	swap tones
˦ yī = yeᵃ ˧ lå	yeᵃ=yī˦lå˧	swap tones
˧ hiṅ ˧ nàṅ ˧ mā	hiṅ˧nàṅ˧mā˧	swap tones
šū ˨˩ šwā šañ	šūšañšwā˨˩	swap tones
˧ θu ˨˩ θwā ˧ dä	θu˧θwā˨˩dä˧	swap tones
˥˦ ō jāndā-e	jāndā-eō˥˦	swap tones
˨˦ wå ˨ man ˦˨ k’ü (or ˦˨ k’a)	wå˨˦man˨k’ü˦˨	swap tones
˩˨ ṅå ˨˩ tå ˥˦ hui	ṅå˩˨tå˨˩hui˥˦	swap tones
˧ rau ˧ pai	rau˧pai˧	swap tones
˧ hau ˨˦ pai ˦˨ ā	hau˧pai˨˦ā˦˨	swap tones
˧ tà ˧ di	tà˧di˧	swap tones
˧ pa ˨˦ lē ˨ lå	pa˧lē˨˦lå˨	swap tones
˧ pa = lä = lå	lå=lä=pa˧	swap tones
˦˦˨ pē ˦ chʸeṅ ˦ mō	pē˦˦˨chʸeṅ˦mō˦	swap tones
˨˦ ya ˨˦ bu ˨˩ mu	ya˨˦bu˨˦mu˨˩	swap tones
˨˦ ˦˥ bua ˨˩ miñ	bua˨˦˦˥miñ˨˩	swap tones
˨˦ a ˦ se ˦˨ že	a˨˦se˦že˦˨	swap tones
a° ˨ sö ˦˨ li (˦˨ ša)	a°sö˨li˦˨	swap tones
˦˨ ño vä° ˦˨ yi ˦˨ to	vä°ño˦˨yi˦˨to˦˨	swap tones
= ṅwà ˨ nū = yeᵃ ˧ lå	ṅwà=yeᵃ=nū˨lå˧	swap tones
˨˩ mā ˧ le ˧ nàṅ ˧ mā	mā˨˩le˧nàṅ˧mā˧	swap tones
ṅā tui° ˨˩ šwā kra šañ	tui°ṅāšañkrašwā˨˩	swap tones
˧ nā ˥˦ do° ˨˩ θwā ˥˦ dyà° ˧ dä	nā˧do°˥˦θwā˨˩dyà°˥˦dä˧	swap tones
˨˦ nī ˨ man ˦˨ k’ü (or ˦˨ k’a)	nī˨˦man˨k’ü˦˨	swap tones
˩˨ nä ˨˩ tä ˥˦ hui	nä˩˨tä˨˩hui˥˦	swap tones
˨˦ s’ū ˨˦ pai ˦˨ ạ̄	s’ū˨˦pai˨˦ạ̄˦˨	swap tones
˧ bāy ˧ di	bāy˧di˧	swap tones
˧ na = θī ˨˦ lē ˨ lå	θī=na˧lē˨˦lå˨	swap tones
˧ θü = lä = lå	lå=lä=θü˧	swap tones
˦˦˨ mē ˦ chʸeṅ ˦ mō	mē˦˦˨chʸeṅ˦mō˦	swap tones
˨˩ ñāu ˨˩ mu	ñāu˨˩mu˨˩	swap tones
˨˩ māy ˦˥ bua ˨˩ miñ	māy˨˩bua˦˥miñ˨˩	swap tones
˨˦ na ˦˨ že	na˨˦že˦˨	swap tones
˨ na hi° ˦˨ li (˦˨ ša)	hi°na˨li˦˨	swap tones
˦˨ ña vä° ˦˨ yi ˦˨ to	vä°ña˦˨yi˦˨to˦˨	swap tones
= nū ˨ wà = yeᵃ ˧ lå	nū=yeᵃ=wà˨lå˧	swap tones
ha ˧ neṅ ˧ nàṅ ˧ mā	haneṅ˧nàṅ˧mā˧	swap tones
naṅ tui° ˨˩ šwā kra šañ	tui°naṅšañkrašwā˨˩	swap tones
˧ nin ˥˦ do° ˨˩ θwā ˥˦ dyà° ˧ dä	nin˧do°˥˦θwā˨˩dyà°˥˦dä˧	swap tones
˦ t’ā ˨ man ˦˨ k’ü (or ˦˨ k’a)	t’ā˦man˨k’ü˦˨	swap tones
˩˨ k’ui ˨˩ tä ˥˦ hui	k’ui˩˨tä˨˩hui˥˦	swap tones
˨˦ k’au ˨˦ pai ˦˨ ạ̄	k’au˨˦pai˨˦ạ̄˦˨	swap tones
˦˥ chuṅ ˦˥ no ˧ di	chuṅ˦˥no˦˥di˧	swap tones
˧ a ˨ wē = θī ˨˦ lē ˨ lå	a˧θī=wē˨lē˨˦lå˨	swap tones
˧ a ˧ wä ˥˦ θī = lä = lå	a˧wä˧lå=lä=θī˥˦	swap tones
˦ mbāǒ ˦ chʸeṅ ˦ mō	mbāǒ˦chʸeṅ˦mō˦	swap tones
˨˩ nān ˨˦ tsi ˨˩ mu	nān˨˩tsi˨˦mu˨˩	swap tones
˨˩ nin ˦˥ bua ˨˩ miñ	nin˨˩bua˦˥miñ˨˩	swap tones
˦ k’e ˨˦ še ˦˨ že	k’e˦še˨˦že˦˨	swap tones
˨ kö hi° ˦˨ li (˦˨ ša)	hi°kö˨li˦˨	swap tones
˨ ya vä° ˦˨ yi ˦˨ to	vä°ya˨yi˦˨to˦˨	swap tones
˦ yī ˨ wa = yeᵃ ˧ lå	yī˦yeᵃ=wa˨lå˧	swap tones
šū tui° ˨˩ šwā kra šañ	tui°šūšañkrašwā˨˩	swap tones
˧ θu ˥˦ do° ˨˩ θwā ˥˦ dyà° ˧ dä	θu˧do°˥˦θwā˨˩dyà°˥˦dä˧	swap tones
˥˦ ō jānde-ne	jānde-neō˥˦	swap tones
˨˦ wå ˦˨ k’ü (or ˦˨ k’a) ˨˦ lyau	wå˨˦k’ü˦˨lyau˨˦	swap tones
˩˨ ṅå ˥˦ hui ˦˥ chå	ṅå˩˨hui˥˦chå˦˥	swap tones
˨˦ ch’àn ˦˨ tai ˧ pai	ch’àn˨˦tai˦˨pai˧	swap tones
˨˦ ch’àn ˦˨ dai ˧ pai	ch’àn˨˦dai˦˨pai˧	swap tones
˨˦ kau ˨˦ pai ˥˦ yau	kau˨˦pai˨˦yau˥˦	swap tones
˧ tōi ˨˦ ˦˨ dà ˧ di	tōi˧dà˨˦˦˨di˧	swap tones
˧ ya ˨˦ lē ˦ yū	ya˧lē˨˦yū˦	swap tones
˦˥ kō ˦ mō ˩˨ löǚ	kō˦˥mō˦löǚ˩˨	swap tones
˨˦ ya ˨˩ mu ˨ yu	ya˨˦mu˨˩yu˨	swap tones
˨˦ ya ˨˩ miñ ˨˦ liēu	ya˨˦miñ˨˩liēu˨˦	swap tones
˦˨ ṅa ˦˨ že ˦˨ ra	ṅa˦˨že˦˨ra˦˨	swap tones
˦˨ go ˦˨ li (˦˨ ho)	go˦˨li˦˨	swap tones
˦˨ ṅo ˦˨ yi ˦˨ ya	ṅo˦˨yi˦˨ya˦˨	swap tones
= ṅwà = ye ˧ lå	ye=ṅwà=lå˧	swap tones
˨˦ nī ˦˨ k’ü (or ˦˨ k’a) ˨˦ lyau	nī˨˦k’ü˦˨lyau˨˦	swap tones
˩˨ nä ˥˦ hui ˦˥ chå	nä˩˨hui˥˦chå˦˥	swap tones
˦˨ dān ˦˨ tai ˧ pai	dān˦˨tai˦˨pai˧	swap tones
˦˨ t’àn ˦˨ dai ˧ pai	t’àn˦˨dai˦˨pai˧	swap tones
˧ maụ ˨˦ pai ˥˦ yau	maụ˧pai˨˦yau˥˦	swap tones
˨˩ māy ˨˦ ˦˨ dà ˧ di	māy˨˩dà˨˦˦˨di˧	swap tones
˧ na ˨˦ lā ˦ yū	na˧lā˨˦yū˦	swap tones
˦˦˨ kāǒ ˦ mō ˩˨ löǚ	kāǒ˦˦˨mō˦löǚ˩˨	swap tones
˨˩ māy ˨˩ mu ˨ yu	māy˨˩mu˨˩yu˨	swap tones
˨˩ māy ˨˩ miñ ˨˦ liēu	māy˨˩miñ˨˩liēu˨˦	swap tones
˦˨ ñⁱ ˦˨ že ˦˨ ra	ñⁱ˦˨že˦˨ra˦˨	swap tones
˦˨ ni ˦˨ li (˦˨ ho)	ni˦˨li˦˨	swap tones
˦˨ ni ˦˨ yi ˦˨ ya	ni˦˨yi˦˨ya˦˨	swap tones
= nū = ye ˧ lå	ye=nū=lå˧	swap tones
˦ t’ā ˦˨ k’ü (or ˦˨ k’a) ˨˦ lyau	t’ā˦k’ü˦˨lyau˨˦	swap tones
˩˨ k’ui ˥˦ hui ˦˥ chå	k’ui˩˨hui˥˦chå˦˥	swap tones
˨˦ k’au ˦˨ tai ˧ pai	k’au˨˦tai˦˨pai˧	swap tones
˨˦ k’au ˦˨ dai ˧ pai	k’au˨˦dai˦˨pai˧	swap tones
˦ màn ˨˦ pai ˥˦ yau	màn˦pai˨˦yau˥˦	swap tones
˦˥ no ˨˦ ˦˨ dà ˧ di	no˦˥dà˨˦˦˨di˧	swap tones
˧ a ˨ wē ˨˦ lē ˦ yū	a˧wē˨lē˨˦yū˦	swap tones
˦ nü ˦ mō ˩˨ löǚ	nü˦mō˦löǚ˩˨	swap tones
˨˩ nān ˨˩ mu ˨ yu	nān˨˩mu˨˩yu˨	swap tones
˨˩ nin ˨˩ miñ ˨˦ liēu	nin˨˩miñ˨˩liēu˨˦	swap tones
˦ k’e ˦˨ že ˦˨ ra	k’e˦že˦˨ra˦˨	swap tones
˨ kö ˦˨ li (˦˨ ho)	kö˨li˦˨	swap tones
˨ ya ˦˨ yi ˦˨ ya	ya˨yi˦˨ya˦˨	swap tones
˦ yī = ye ˧ lå	ye=yī˦lå˧	swap tones
˥˦ ō geā	geāō˥˦	swap tones
˨˦ wå ˨ man ˦˨ k’ü (or k’a) ˨˦ lyau	wå˨˦man˨k’ü˦˨lyau˨˦	swap tones
˩˨ ṅå ˨˩ tä ˥˦ hui ˦˥ chå	ṅå˩˨tä˨˩hui˥˦chå˦˥	swap tones
˧ rau ˦˨ tai ˧ pai	rau˧tai˦˨pai˧	swap tones
˧ rau ˦˨ dai ˧ pai	rau˧dai˦˨pai˧	swap tones
˦ kau ˨˦ pai ˥˦ yau	kau˦pai˨˦yau˥˦	swap tones
˧ tà ˨˦ ˦˨ dà ˧ di	tà˧dà˨˦˦˨di˧	swap tones
˧ pa ˨˦ lē ˦ yū	pa˧lē˨˦yū˦	swap tones
˦˦˨ pē ˦ mō ˩˨ löǚ	pē˦˦˨mō˦löǚ˩˨	swap tones
˨˦ ya ˨˦ bu ˨˩ my ˨ yu	ya˨˦bu˨˦my˨˩yu˨	swap tones
˦˥ ya ˦˥ bua ˨˩ miñ ˨˦ liēu	ya˦˥bua˦˥miñ˨˩liēu˨˦	swap tones
˨˦ a ˦ se ˦˨ že ˦˨ ra	a˨˦se˦že˦˨ra˦˨	swap tones
a° ˨ sö ˦˨ li (˦˨ ho)	a°sö˨li˦˨	swap tones
˦˨ ño vä° ˦˨ yi ˦˨ ya	vä°ño˦˨yi˦˨ya˦˨	swap tones
= ṅwà ˨ nū = ye ˧ lå	ṅwà=ye=nū˨lå˧	swap tones
˨˦ nī ˨ mam ˦˨ k’ü (or ˦˨ k’a) ˨˦ lyau	nī˨˦mam˨k’ü˦˨lyau˨˦	swap tones
˩˨ nä ˨˩ tä ˥˦ hui ˦˥ chå	nä˩˨tä˨˩hui˥˦chå˦˥	swap tones
˨˦ s’ū ˨˦ pai ˥˦ yau	s’ū˨˦pai˨˦yau˥˦	swap tones
˧ bày ˨˦ ˦˨ dà ˧ di	bày˧dà˨˦˦˨di˧	swap tones
˧ na = θī ˨˦ lē ˦ yū	θī=na˧lē˨˦yū˦	swap tones
˦˦˨ mē ˦ mō ˩˨ löǚ	mē˦˦˨mō˦löǚ˩˨	swap tones
˨˩ ñāu ˨˩ mu ˨ yu	ñāu˨˩mu˨˩yu˨	swap tones
˨˩ māy ˦˥ bua ˨˩ miñ ˨˦ liēu	māy˨˩bua˦˥miñ˨˩liēu˨˦	swap tones
˨˦ na ˦˨ ze ˦˨ ra	na˨˦ze˦˨ra˦˨	swap tones
˨ na hi° ˦˨ li (˦˨ ho)	hi°na˨li˦˨	swap tones
˦˨ ña vä° ˦˨ yi ˦˨ ya	vä°ña˦˨yi˦˨ya˦˨	swap tones
= nū ˨ wà = ye ˧ lå	nū=ye=wà˨lå˧	swap tones
˦ t’ā ˨ man ˦˨ k’ü (or ˦˨ k’a) ˨˦ lyau	t’ā˦man˨k’ü˦˨lyau˨˦	swap tones
˩˨ k’ui ˨˩ tä ˥˦ hui ˦˥ chå	k’ui˩˨tä˨˩hui˥˦chå˦˥	swap tones
˨˦ k’au ˨˦ pai ˥˦ yau	k’au˨˦pai˨˦yau˥˦	swap tones
˦˥ chuṅ ˦˥ no ˨˦ ˦˨ dà ˧ di	chuṅ˦˥no˦˥dà˨˦˦˨di˧	swap tones
˧ a ˨ wē = θī ˨˦ lē ˦ yū	a˧θī=wē˨lē˨˦yū˦	swap tones
˦ mbāǒ ˦ mō ˩˨ löǚ	mbāǒ˦mō˦löǚ˩˨	swap tones
˨˩ nān ˨˦ tsi ˨˩ mu ˨ yu	nān˨˩tsi˨˦mu˨˩yu˨	swap tones
˨˩ nin ˦˥ bua ˨˩ miñ ˨˦ liēu	nin˨˩bua˦˥miñ˨˩liēu˨˦	swap tones
˦ k’e ˨˦ še ˦˨ že ˦˨ ra	k’e˦še˨˦že˦˨ra˦˨	swap tones
˨ kö hi° ˦˨ li (˦˨ ho)	hi°kö˨li˦˨	swap tones
˨ ya vä° ˦˨ yi ˦˨ ya	vä°ya˨yi˦˨ya˦˨	swap tones
˦ yī ˨ wà = ye ˧ lå	yī˦ye=wà˨lå˧	swap tones
˥˦ ō gaie	gaieō˥˦	swap tones
˨˧ nī ˨ man ˨ ti° (P.)	nī˨˧man˨ti°˨	swap tones
˩˨ nä ˨˩ tä ˥˦ kē (P.)	nä˩˨tä˨˩kē˥˦	swap tones
˨˧ s’ū (F.)	s’ū˨˧	swap tones
˦˥ chuṅ ˨ bày	chuṅ˦˥bày˨	swap tones
˨ na = θī (P.)	θī=na˨	swap tones
˨ θü (P.)	θü˨	swap tones
˧ ˧˨ mē (P.)	mē˧˧˨	swap tones
˧ ˧˨ mē ˧ li	mē˧˧˨li˧	swap tones
˨˩ ñāu ˨˧ ñàṅ	ñāu˨˩ñàṅ˨˧	swap tones
˨˩ māy ˦˥ bua ˨˧ ṯs̱āy	māy˨˩bua˦˥ṯs̱āy˨˧	swap tones
˨˧ (P.)	˨˧	swap tones
˨ na hi° (dyi°) (P.)	hi°na˨	swap tones
˨ na (˧˨ vi) (P.)	na˨	swap tones
˧˨ ña vä° (P.)	vä°ña˧˨	swap tones
= nū ˨ wà (P.)	nū=wà˨	swap tones
ha ˨ neṅ (P.)	haneṅ˨	swap tones
˨˩ maṅ tui° (ēñ°) (P.)	tui°maṅ˨˩	swap tones
˨ nin ˥˦ do° (P.)	nin˨do°˥˦	swap tones
˨˩ min ˥˦ do° (P.)	min˨˩do°˥˦	swap tones
tu ˩˨ āḍḍā	tuāḍḍā˩˨	swap tones
˩˨ k’ui	k’ui˩˨	swap tones
˨˧ k’au	k’au˨˧	swap tones
˨ màn	màn˨	swap tones
˦ màn	màn˦	swap tones
˦˥ no	no˦˥	swap tones
˧ a ˨ wē	a˧wē˨	swap tones
˨ a ˨ wä	a˨wä˨	swap tones
˦ nü	nü˦	swap tones
˦ nē	nē˦	swap tones
˨˩ nān	nān˨˩	swap tones
˨˩ nin	nin˨˩	swap tones
˦ k’e	k’e˦	swap tones
˨ kö	kö˨	swap tones
˨ ya	ya˨	swap tones
˦ yī	yī˦	swap tones
˨ hiṅ	hiṅ˨	swap tones
˥˦ ō	ō˥˦	swap tones
˦ t’ā ˨ ti° (P.)	t’ā˦ti°˨	swap tones
˩˨ k’ui ˥˦ kē (P.)	k’ui˩˨kē˥˦	swap tones
˨˧ k’aṅ ˨˧ k’au (F.)	k’aṅ˨˧k’au˨˧	swap tones
˧ màn (F.)	màn˧	swap tones
˦˥ no (F.)	no˦˥	swap tones
˦ a ˨ wē ˧a (P.)	a˦wē˨˧a	swap tones
˧ a (P.)	a˧	swap tones
˦ nē (P.)	nē˦	swap tones
˦ nü ˦ li	nü˦li˦	swap tones
˨˩ nān ˨˧ ñàṅ	nān˨˩ñàṅ˨˧	swap tones
˨˩ nin ˨˧ ṯs̱āy	nin˨˩ṯs̱āy˨˧	swap tones
˦ k’e (P.)	k’e˦	swap tones
˨ kö (dyi°) (P.)	kö˨	swap tones
˨ kö (˧˨ vi) (P.)	kö˨	swap tones
˨ ya (P.)	ya˨	swap tones
˦ yī (P.)	yī˦	swap tones
˨ hiṅ (P.)	hiṅ˨	swap tones
˦˧ θu° (P.)	θu°˦˧	swap tones
˦˧ ōdā	ōdā˦˧	swap tones
˦˧ ōddā	ōddā˦˧	swap tones
˦ t’ā ˨ man	t’ā˦man˨	swap tones
˩˨ k’ui ˨˩ tä	k’ui˩˨tä˨˩	swap tones
˦˥ chuṅ ˦˥ no	chuṅ˦˥no˦˥	swap tones
˧ a ˨ wē = θī	a˧θī=wē˨	swap tones
˧ a ˧ wä	a˧wä˧	swap tones
˧ a ˧ wä ˥˦ θī	a˧wä˧θī˥˦	swap tones
˦ mbāǒ	mbāǒ˦	swap tones
˨˩ nān ˨˧ ṯs̱i	nān˨˩ṯs̱i˨˧	swap tones
˨˩ nin ˦˥ bua	nin˨˩bua˦˥	swap tones
˦ k’e ˨˧ še	k’e˦še˨˧	swap tones
˨ kö hi°	hi°kö˨	swap tones
˨ ya vä°	vä°ya˨	swap tones
˦ yī ˨ wà	yī˦wà˨	swap tones
ha ˧ neṅ	haneṅ˧	swap tones
˨ θu ˥˦ do°	θu˨do°˥˦	swap tones
˧ t’a ˨ man ˨ ti° (P.)	t’a˧man˨ti°˨	swap tones
˩˨ k’ui ˨˩ tä ˥˦ kē (P.)	k’ui˩˨tä˨˩kē˥˦	swap tones
˨˧ k’åṅ ˨˧ k’au (F.)	k’åṅ˨˧k’au˨˧	swap tones
˨˧ k’au (F.)	k’au˨˧	swap tones
˦˥ chuṅ ˦˥ no (F.)	chuṅ˦˥no˦˥	swap tones
˧ a ˨ wē = θī ˧ a- ((P.)	a˧θī=wē˨a-˧	swap tones
˦ mbāǒ (P.)	mbāǒ˦	swap tones
˦ mbāǒ ˦ li	mbāǒ˦li˦	swap tones
˨˩ nān ˨˧ ṯs̱i ˨˧ ñàṅ	nān˨˩ṯs̱i˨˧ñàṅ˨˧	swap tones
˨˩ nin bua ˨˧ ṯs̱āy	buanin˨˩ṯs̱āy˨˧	swap tones
˦ k’e ˨˦ še (P.)	k’e˦še˨˦	swap tones
˨ kö hi° (dyi°) (P.)	hi°kö˨	swap tones
˨ ya vä° (P.)	vä°ya˨	swap tones
˦ yī ˨ wà (P.)	yī˦wà˨	swap tones
ha ˧ neṅ (P.)	haneṅ˧	swap tones
θu ˥˦ do° (P.)	θudo°˥˦	swap tones
˥˦ ōnā̃dā	ōnā̃dā˥˦	swap tones
˥˦ ōnnā̃dā	ōnnā̃dā˥˦	swap tones
o ˩˨ nā̃dā	onā̃dā˩˨	swap tones
˨˧ šō	šō˨˧	swap tones
˨˧ sō	sō˨˧	swap tones
˦ mụ̄	mụ̄˦	swap tones
˧ tày	tày˧	swap tones
˧ sü	sü˧	swap tones
˦ ˦˨ ṯs̱ai ˧ tē	ṯs̱ai˦˦˨tē˧	swap tones
˨˩ pu ˦˥ pēn	pu˨˩pēn˦˥	swap tones
˨˩ pua	pua˨˩	swap tones
˧˨ lē ˧˨ p’ē	lē˧˨p’ē˧˨	swap tones
˨˧ lyē ˨ pö	lyē˨˧pö˨	swap tones
˨˧ lä ˨ vö	lä˨˧vö˨	swap tones
˨ lǎ° ˨˦ p’ǎ	lǎ°˨p’ǎ˨˦	swap tones
ta ˨˩ hu	tahu˨˩	swap tones
˩˨ att’	att’˩˨	swap tones
˩˨ hatte	hatte˩˨	swap tones
˨ chüå°	chüå°˨	swap tones
˥˦ kök ˦ tsuk	kök˥˦tsuk˦	swap tones
˧ tīn	tīn˧	swap tones
˦ ˦˨ dāo	dāo˦˦˨	swap tones
˧ tin	tin˧	swap tones
˦ ˦˨ t’āo	t’āo˦˦˨	swap tones
˨˧ tīn	tīn˨˧	swap tones
˧ chön	chön˧	swap tones
˥˦ k’å ˥˦ lā	k’å˥˦lā˥˦	swap tones
˦ ˦˨ chyē	chyē˦˦˨	swap tones
˦˥ kō ˦ töǚ	kō˦˥töǚ˦	swap tones
˦˥ ṯs̱ao ˦˥ pēn	ṯs̱ao˦˥pēn˦˥	swap tones
˨˩ chyao pēn	pēnchyao˨˩	swap tones
˨˧ ch’e ˧ bē	ch’e˨˧bē˧	swap tones
˧˨ k’i ˦ byē	k’i˧˨byē˦	swap tones
˦ ch’ö	ch’ö˦	swap tones
˦˨ chö ˨˦ vö	chö˦˨vö˨˦	swap tones
˧ ch’ī ˨˦ p’ǎ	ch’ī˧p’ǎ˨˦	swap tones
˧ tā	tā˧	swap tones
˨ pi°	pi°˨	swap tones
˨˩ pä	pä˨˩	swap tones
˦˨ chǎmūk	chǎmūk˦˨	swap tones
˧˨ k’ū ˨˧ làṅ	k’ū˧˨làṅ˨˧	swap tones
˨˧ ˧˨ muy	muy˨˧˧˨	swap tones
˨ na ˨ p’u	na˨p’u˨	swap tones
˧ nā ˧ dē	nā˧dē˧	swap tones
˧ nā = sē	sē=nā˧	swap tones
˦˥ ṯs̱i ˦ ˦˨ nyü	ṯs̱i˦˥nyü˦˦˨	swap tones
˨˩ bu ˨˦ chyōṅ	bu˨˩chyōṅ˨˦	swap tones
˧ na ˨˦ bi	na˧bi˨˦	swap tones
˦ no ˨˦ bo	no˦bo˨˦	swap tones
˨ no ˨˦ bi	no˨bi˨˦	swap tones
˧ nà = be	be=nà˧	swap tones
sa ˧ nā	sanā˧	swap tones
nhà ˨˩ k’ōṅ	nhàk’ōṅ˨˩	swap tones
hnà ˨˩ k’auṅ	hnàk’auṅ˨˩	swap tones
˨˦ yen	yen˨˦	swap tones
˩˨ ṅān	ṅān˩˨	swap tones
˨ màk ˨˦ tā	màk˨tā˨˦	swap tones
˧ kon ˦˥ màt	kon˧màt˦˥	swap tones
˦ mē° = θa	θa=mē°˦	swap tones
˦˨ tā ˧ mä° ˧ k’lī	tā˦˨mä°˧k’lī˧	swap tones
˦˥ ꭓāǒ ˦ mwa	ꭓāǒ˦˥mwa˦	swap tones
mōṅ ˨˩ māy ˨˦ piē	mōṅmāy˨˩piē˨˦	swap tones
˧ ne ˨˦ se	ne˧se˨˦	swap tones
˦ ñē sa°	sa°ñē˦	swap tones
˨ mä du°	du°mä˨	swap tones
˧ myǎ ˨ si	myǎ˧si˨	swap tones
myet ˥˦ si°	myetsi°˥˦	swap tones
˨˦ tswä	tswä˨˦	swap tones
˦˥ hau	hau˦˥	swap tones
˨ pāk	pāk˨	swap tones
˧ pāk	pāk˧	swap tones
˦ s’up	s’up˦	swap tones
˨ miēṅ	miēṅ˨	swap tones
˦ nō	nō˦	swap tones
˧ kō° = pū	pū=kō°˧	swap tones
˦ ˦˨ nžö̌ü	nžö̌ü˦˦˨	swap tones
˦ lō	lō˦	swap tones
˨ yāt	yāt˨	swap tones
˨˩ ḏẕuōi	ḏẕuōi˨˩	swap tones
˦ ñi ˦ ña	ñi˦ña˦	swap tones
˨ ni ˨˦ p’yē	ni˨p’yē˨˦	swap tones
˦ mä ˨˦ ku	mä˦ku˨˦	swap tones
˨ mɯ ˨˦ lɯ°	mɯ˨lɯ°˨˦	swap tones
s’a ˨˩ dun	s’adun˨˩	swap tones
˥˦ mū̃	mū̃˥˦	swap tones
(back tooth) ˨ yā	yā˨	swap tones
(front) ˨˦ ṯs̱’z	ṯs̱’z˨˦	swap tones
˧ fàn	fàn˧	swap tones
˦˨ k’io	k’io˦˨	swap tones
˧ ràṅ	ràṅ˧	swap tones
˨ θwa	θwa˨	swap tones
˧ mä	mä˧	swap tones
˦˥ hna	hna˦˥	swap tones
˨˩ ña	ña˨˩	swap tones
˦˨ che ˦˨ ma	che˦˨ma˦˨	swap tones
˦˨ cha rö°	rö°cha˦˨	swap tones
˦˨ sö ˨˦ chö	sö˦˨chö˨˦	swap tones
˨ sī ˧ ch’ī	sī˨ch’ī˧	swap tones
s’a ˨˩ wā	s’awā˨˩	swap tones
˨˩ šwā	šwā˨˩	swap tones
˨˦ ṅ^e	ṅ^e˨˦	swap tones
˩˨ yī	yī˩˨	swap tones
˨˧ hū	hū˨˧	swap tones
˨˦ hū	hū˨˦	swap tones
˧ tay	tay˧	swap tones
˧ nā	nā˧	swap tones
˧˨ nā	nā˧˨	swap tones
˦˥ ꭓāǒ ˦ nžē	ꭓāǒ˦˥nžē˦	swap tones
˨˩ mö ˨˩ nom	mö˨˩nom˨˩	swap tones
mō ˨˩ nom	mōnom˨˩	swap tones
˦ na ˧ po	na˦po˧	swap tones
˦ no ˨ pā	no˦pā˨	swap tones
˨ no ˦ pā	no˨pā˦	swap tones
˦ nà ˧ på	nà˦på˧	swap tones
kà ˨˩ nā	kànā˨˩	swap tones
˨˩ nā	nā˨˩	swap tones
(human) ˨ fā°	fā°˨	swap tones
(of head) ˨ t’au ˥˦ fā^t	t’au˨fā^t˥˦	swap tones
˨˦ p’om	p’om˨˦	swap tones
˨˧ k’ōn	k’ōn˨˧	swap tones
˦˥ tok	tok˦˥	swap tones
˨ s’åṅ	s’åṅ˨	swap tones
= k’ō ˨ θū	k’ō=θū˨	swap tones
˥˦ s’ū	s’ū˥˦	swap tones
˥˦ k’ō ˧ θū	k’ō˥˦θū˧	swap tones
˦ ˦˨ plö̌ü ˦˥ hǚu	plö̌ü˦˦˨hǚu˦˥	swap tones
˨ pu piē	piēpu˨	swap tones
˧ o ˦˨ ṯs̱’ē	o˧ṯs̱’ē˦˨	swap tones
˨ o ˦˨ ṯs̱e	o˨ṯs̱e˦˨	swap tones
˨ u ˦˨ ṯs̱’ö	u˨ṯs̱’ö˦˨	swap tones
˦ wū ˧ kū ˧ mà (of head)	wū˦kū˧mà˧	swap tones
˧ mü (of body)	mü˧	swap tones
ha ˨˩ làṅ ˨˩ hū (of head)	halàṅ˨˩hū˨˩	swap tones
mun ˧ kū (of body)	munkū˧	swap tones
s’a ˧ bin	s’abin˧	swap tones
˨˦ šo	šo˨˦	swap tones
˨ t’ō	t’ō˨	swap tones
˨ t’au	t’au˨	swap tones
˨˦ huà	huà˨˦	swap tones
˨˦ hō	hō˨˦	swap tones
˨˩ dȫu	dȫu˨˩	swap tones
˥˦ k’ō	k’ō˥˦	swap tones
˦ ˦˨ tö̌ü ˦˥ hö̌ü	tö̌ü˦˦˨hö̌ü˦˥	swap tones
˦˥ piē	piē˦˥	swap tones
˨˩ mo goṅ	goṅmo˨˩	swap tones
˧ o ˨˦ ko	o˧ko˨˦	swap tones
˨ o ˦ kō	o˨kō˦	swap tones
˨ u ˨ dī	u˨dī˨	swap tones
˦ wū ˧ dü	wū˦dü˧	swap tones
ha ˨˩ làṅ	halàṅ˨˩	swap tones
˨˩ k’ōṅ	k’ōṅ˨˩	swap tones
˨˩ gauṅ	gauṅ˨˩	swap tones
˨ sa°	sa°˨	swap tones
˨˩ lä	lä˨˩	swap tones
˧ ˧˨ lin	lin˧˧˨	swap tones
