Grapheme	IPA	Frequency
^p	p	27
a	ʌ	7
n	n̪	60
j	dʒ	24
$	NULL	181
^š	ʃ	5
ā	ʌː	62
s	s	35
^ḥ	h	2
ō	oː	17
t̤	tˤ	2
ai	ai	8
š	ʃ	6
^n	n̪	6
^ē	eː	1
k	k	21
ǎ	æ	88
^i	i	3
^y	j	2
i	i	60
^d	d̪	13
e	e	43
ī	iː	23
^t	t̪	3
r	r	69
t	t̪	49
^b	b	13
b	b	12
-	+	6
+	+	43
ṅ	ŋ	3
ē	eː	22
^m	m	4
^j	dʒ	5
ū	uː	16
^ch	tʃ	4
ɣ	ɣ	2
ǒ	ɒ	8
^g	g	14
w	w	7
^s	s	9
^k	k	8
l	l	6
^ɣ	ɣ	4
m	m	38
h	h	5
d	d̪	11
ch	tʃ	4
^v	v	2
^ǎ	æ	34
^w	w	5
ꭓ	x	1
g	g	10
q	q	1
^u	u	2
^ai	ai	1
-$	NULL	11
^q	q	2
^-	+	5
^e	e	1
^ã	ã	1
u	u	13
ü	y	1
^au	au	1
^ạ̌	a	1
^f	f	1
f	f	12
^h	h	2
^ǒ	ɒ	2
^ꭓ	x	1
au	au	1
v	v	3
^z	z	3
^l	l	1
^a	ʌ	1
p	p	2
^X	x	2
y	j	1
^ā	ʌː	1
