Grapheme	IPA	Frequency
^ṅ	ŋ	2
ā	ʌː	152
-	+	203
j	dʒ	10
i	i	109
$	NULL	164
^t	t̪	6
u	u	44
k	k	44
^n	n̪	11
^y	j	4
e	e	32
ch	tʃ	33
^p’	pʰ	3
a	ʌ	14
ṅ	ŋ	59
^i	i	30
o	o	21
b	b	7
^h	h	9
^s	s	3
m	m	38
^l	l	5
^b	b	7
^ī	iː	2
p	p	11
g	g	10
+	+	42
n	n̪	43
^m	m	18
ū	uː	4
^w	w	1
p’	pʰ	4
ᵖ	p̚	1
t	t̪	19
ñ	ɲ	6
ch’	tʃʰ	10
y	j	9
^p	p	11
^ch	tʃ	4
z	z	8
^o	o	5
^k	k	18
t’	t̪ʰ	3
s	s	15
d	d̪	3
r	r	5
h	h	9
ō	oː	3
^ch’	tʃʰ	1
^ā	ʌː	7
^u	u	12
l	l	5
k’	kʰ	33
õ	õ	2
^k’	kʰ	1
^a	ʌ	1
w	w	9
-$	NULL	1
^g	g	2
^I	i	1
š	ʃ	1
^b’	bʰ	1
d’	d̪ʰ	1
