Grapheme	IPA	Frequency
^p	p	21
a	ʌ	74
n	n̪	27
j	dʒ	15
$	NULL	182
^ch’	tʃʰ	3
^s	s	4
t	t̪	9
^a	ʌ	16
ṭ’	ʈʰ	6
^n	n̪	3
w	w	9
^h	h	19
e	e	7
k	k	11
u	u	39
i	i	49
ṛ	ɽ	11
ō	oː	51
^ḍ	ɖ	7
ḍ	ɖ	9
h	h	44
^b	b	13
b	b	8
^ṭ	ʈ	2
ē	eː	26
r	r	51
^ch	tʃ	6
ā	ʌː	69
ᵘ	ŭ	30
-	+	16
k’	kʰ	6
ā̃	ãː	15
+	+	49
p	p	2
ᵃ	ă	13
ᵉ	ĕ	20
^m	m	15
^b’	bʰ	2
ṇ	ɳ	10
’	NULL	4
ū	uː	12
d	d̪	13
^z	z	1
l	l	5
^j	dʒ	3
ṭ	ʈ	3
^d’	d̪ʰ	2
ū̃	ũː	31
^g’	gʰ	6
ī	iː	19
^g	g	4
g	g	7
ã	ã	3
^k	k	11
^c	c	1
ṅ	ŋ	3
m	m	22
z	z	2
ch’	tʃʰ	4
^u	u	16
ō̃	õː	2
t’	t̪ʰ	3
^v	v	3
j’	dʒʰ	1
^à̃	ã	1
^ẽ	ẽ	1
^w	w	3
ñ	ɲ	7
-$	NULL	9
^k’	kʰ	1
au	au	4
^ā	ʌː	7
ũ	ũ	2
s	s	16
ī̃	ĩː	19
^t	t̪	19
ě	e	1
v	v	17
ch	tʃ	1
y	j	6
ē̃	ẽː	3
n’	n̪̊ʰ	4
b’	bʰ	1
^l	l	1
^r	r	2
ḍ’	ɖʰ	1
^X	x	1
^B	b	1
^š	ʃ	1
ai	ai	1
