Grapheme	IPA	Frequency
^ch	tʃ	12
ā	ʌː	170
$	NULL	163
^n	n̪	25
i	i	66
ṅ	ŋ	63
^b	b	22
^f	f	10
-	+	146
n	n̪	33
ē	eː	61
+	+	66
p	p	6
r	r	54
^s	s	13
f	f	1
u	u	38
^m	m	17
^g	g	3
a	ʌ	101
j	dʒ	7
l	l	45
o	o	3
^l	l	4
b	b	21
g	g	21
^āi	aːi	1
s	s	13
^g’	gʰ	2
ō	oː	7
ṛ	ɽ	5
g’	gʰ	2
’	NULL	1
au	au	10
^b’	bʰ	2
h	h	9
m	m	23
āi	aːi	6
k	k	13
^k’	kʰ	10
k’	kʰ	22
^p	p	5
t’	t̪ʰ	23
y	j	32
t	t̪	2
^k	k	6
^j’	dʒʰ	1
^o	o	1
ch	tʃ	1
^ā	ʌː	9
d	d̪	31
^h	h	3
ĩ	ĩ	1
^j	dʒ	7
ī	iː	1
^t’	t̪ʰ	2
^a	ʌ	2
^i	i	1
ǒ	ɒ	1
^M	m	1
ai	ai	2
^d	d̪	1
^t	t̪	2
^p’	pʰ	1
