Grapheme	IPA	Frequency
^p	p	8
ā̃	ãː	9
ch	tʃ	4
$	NULL	177
^ch’	tʃʰ	2
a	ʌ	72
ĩ	ĩ	7
^s	s	8
ā	ʌː	101
t	t̪	16
^ā	ʌː	4
ṭ’	ʈʰ	4
^n	n̪	10
au	au	10
^ē	eː	1
k	k	13
^d	d̪	9
s	s	4
w	w	8
ī	iː	47
^t	t̪	20
n	n̪	31
^ch	tʃ	3
r	r	47
^b	b	22
b	b	11
-	+	12
ō	oː	62
ū	uː	14
ē	eː	17
+	+	49
ũ	ũ	5
^m	m	16
^b’	bʰ	8
d	d̪	14
u	u	19
l	l	18
ai	ai	7
ṇ	ɳ	4
i	i	11
m	m	40
k’	kʰ	10
^j	dʒ	6
^g’	gʰ	6
ṛ	ɽ	15
^g	g	7
^k	k	10
^l	l	2
ṭ	ʈ	3
y	j	16
g	g	11
j	dʒ	10
^ū	uː	3
t’	t̪ʰ	1
^ḍ’	ɖʰ	1
^a	ʌ	2
ch’	tʃʰ	13
^ky	kʲ	1
^au	au	1
^h	h	11
-$	NULL	8
^k’	kʰ	3
h	h	2
ū̃	ũː	6
^w	w	17
à	a	1
^ū̃	ũː	2
^ā̃	ãː	1
^P	p	1
š	ʃ	1
ḍ	ɖ	1
ṣ	ʂ	1
