Grapheme	IPA	Frequency
^ch	tʃ	10
i	i	33
˧$	³	11
^t	t̪	17
r	r	15
ö̌	øy	18
ü	y	39
^š	ʃ	4
y	j	6
a	ʌ	52
ṅ	ŋ	54
^y	j	3
˩˨$	¹²	25
w	w	14
˧˧	³³ +	8
˨$	²	61
^i	i	2
^k	k	24
^ā	ʌː	2
ǒ	ɒ	41
˦$	⁴	64
^p	p	17
ē	eː	43
l	l	34
ö	ø	25
ǚ	y̆	26
^ṯs̱	ts	9
˦˥$	⁴⁵	31
˦	⁴ +	75
ṯs̱	ts	3
^n	n̪	34
ī	iː	1
^m	m	32
^l	l	13
e	e	37
p	p	4
ō	oː	51
˦˦	⁴⁴ +	104
^ñ	ɲ	2
˦˥	⁴⁵ +	23
ñ	ɲ	19
k	k	6
˨˦	²⁴ +	1
t	t̪	9
n	n̪	29
s’	sʰ	3
ai	ai	4
˩˨	¹² +	8
˨	² +	51
d	d̪	32
^ts	ts	2
ch	tʃ	31
z	z	6
ʸ	j̚	28
^ṅ	ŋ	2
ā	ʌː	40
ǖ	yː	1
o	o	2
^d	d̪	3
^w	w	1
^h	h	6
^t’	t̪ʰ	1
^p’	pʰ	1
g	g	1
^s	s	2
˧	³ +	3
ň	n	1
ū	uː	1
^ꭓ	x	4
^d’	d̪ʰ	1
b	b	11
au	au	19
˩˧$	¹³	1
m	m	13
ž	ʒ	2
h	h	2
u	u	1
ä	ɛ	1
^ō	oː	1
