Grapheme	IPA	Frequency
^t	t̪	11
a	ʌ	146
n	n̪	77
ai	ai	13
$	NULL	215
f	f	23
ū	uː	22
l	l	34
^i	i	12
s	s	3
ā	ʌː	44
t	t̪	70
^e	e	15
ō	oː	24
^h	h	22
e	e	78
ǎ	æ	17
ṅ	ŋ	18
-	+	76
h	h	22
ē	eː	30
^š	ʃ	3
ǒ	ɒ	9
^ā̃	ãː	3
^l	l	8
^f	f	1
^ch	tʃ	32
ī	iː	38
+	+	77
ch	tʃ	13
o	o	38
y	j	21
k	k	38
m	m	31
à	a	7
u	u	8
š	ʃ	4
oi	ɔɪ	6
ñ	ɲ	5
^y	j	5
^p	p	6
^k	k	24
^g	g	4
r	r	26
p	p	17
^ā	ʌː	3
^m	m	17
å	ɔ	22
d	d̪	5
ü	y	11
^ṅ	ŋ	3
^o	o	19
^ẽ	ẽ	1
ö	ø	5
i	i	10
w	w	4
^a	ʌ	10
^ã	ã	1
ã	ã	3
^ō	oː	1
ẽ	ẽ	11
^d	d̪	3
c	c	10
.	NULL	10
^n	n̪	3
’	NULL	1
^ǒ	ɒ	1
^w	w	3
au	au	1
^D	d	1
^ī	iː	1
^r	r	1
^ñ	ɲ	1
