Grapheme	IPA	Frequency
^p	p	15
a	ʌ	130
n	n̪	61
ch	tʃ	3
$	NULL	178
^š	ʃ	15
š	ʃ	14
^h	h	7
f	f	8
t	t̪	48
^n	n̪	7
u	u	22
h	h	27
^ē	eː	6
v	v	18
k	k	17
^d	d̪	10
ō	oː	10
^s	s	6
i	i	14
^ch	tʃ	3
ā	ʌː	39
r	r	42
^*	NULL	26
ī	iː	17
-	+	10
p	p	8
y	j	2
j	dʒ	4
+	+	29
d	d̪	21
^m	m	12
^b	b	14
^ꭓ	x	8
ᵛ	v̚	2
ū	uː	12
^k	k	3
s	s	12
^z	z	6
^v	v	4
ꭓ	x	2
m	m	27
^g	g	4
^ā	ʌː	8
ē	eː	39
w	w	3
z	z	21
l	l	2
^a	ʌ	5
ž	ʒ	1
e	e	1
^u	u	3
g	g	2
^r	r	13
-$	NULL	6
^-	+	3
^t	t̪	3
δ	ð	26
b	b	8
^ō	oː	1
ã	ã	1
^X	x	1
āi	aːi	1
^A	ʌ	1
ɣ	ɣ	1
