Grapheme	IPA	Frequency
^p	p	11
a	ʌ	83
n	n̪	25
j	dʒ	2
$	NULL	213
ṯs̱	ts	1
^š	ʃ	9
ě	ə	10
^ch’	tʃʰ	1
^s	s	12
t	t̪	28
^a	ʌ	23
ṭ’	ʈʰ	3
^n	n̪	6
au	au	8
^i	i	1
k	k	16
^d	d̪	11
s	s	43
ī̃	ĩː	7
h	h	14
ō	oː	25
^t	t̪	37
r	r	48
ai	ai	3
^ch	tʃ	8
ē	eː	14
ī	iː	29
^ṯs̱	ts	2
^b	b	23
ā	ʌː	92
b	b	27
-	+	4
u	u	50
ṇ	ɳ	34
t’	t̪ʰ	9
ā̃	ãː	5
+	+	63
ǎ	æ	13
m	m	39
’	NULL	1
i	i	28
^m	m	10
^z	z	4
^l	l	8
ṛ	ɽ	19
ᵘ	ŭ	6
^k	k	12
ṛ’	ɽʰ	3
^g’	gʰ	8
^g	g	7
w	w	1
^ts	ts	3
ū	uː	26
l	l	8
^h	h	6
ṅ	ŋ	4
g	g	21
z	z	4
^u	u	6
ch	tʃ	3
b’	bʰ	2
^k’	kʰ	6
^ā	ʌː	1
ch’	tʃʰ	20
^ā̃	ãː	1
ts’	tsʰ	7
-$	NULL	10
ũ	ũ	13
ū̃	ũː	2
^ē	eː	1
y	j	2
e	e	1
^ō	oː	2
k’	kʰ	2
š	ʃ	1
^r	r	1
ṭ	ʈ	5
d	d̪	2
^P	p	1
^b’	bʰ	1
^p’	pʰ	1
ᵃ	ă	1
