Grapheme	IPA	Frequency
^p	p	6
ā̃	ãː	6
j	dʒ	7
$	NULL	164
^ch’	tʃʰ	6
au	au	4
^s	s	18
ā	ʌː	74
t	t̪	4
^ā	ʌː	14
ṭ’	ʈʰ	4
^n	n̪	10
^ē	eː	1
k	k	18
^d	d̪	8
a	ʌ	33
š	ʃ	7
ū	uː	34
^ch	tʃ	4
ō	oː	18
n	n̪	13
r	r	30
^b	b	21
b	b	13
ē	eː	89
ī	iː	43
-	+	3
ī̃	ĩː	3
d	d̪	7
+	+	61
^m	m	7
ē̃	ẽː	10
ṇ	ɳ	5
ch’	tʃʰ	7
ě	ə	10
w	w	29
ṛ	ɽ	13
ṭ	ʈ	29
^d’	d̪ʰ	3
^a	ʌ	5
’	NULL	1
^g’	gʰ	6
u	u	11
l	l	10
^g	g	6
^k	k	10
m	m	12
d’	d̪ʰ	2
^ū̃	ũː	3
ch	tʃ	1
g	g	3
ĩ	ĩ	1
^au	au	1
^ḍ	ɖ	1
-$	NULL	9
^k’	kʰ	2
ǒ	ɒ	2
^š	ʃ	2
^ā̃	ãː	7
^t	t̪	25
ū̃	ũː	11
ã	ã	4
h	h	2
s	s	20
t’	t̪ʰ	7
p	p	18
ũ	ũ	2
i	i	2
ḍ	ɖ	15
^h	h	1
k’	kʰ	2
^j	dʒ	2
^l	l	1
^r	r	1
ai	ai	1
^P	p	1
^b’	bʰ	1
