Grapheme	IPA	Frequency
^p	p	8
i	i	95
a	ʌ	111
$	NULL	14
^ch	tʃ	6
y	j	63
ou	əʊ	1
^š	ʃ	3
˨˧$	²³	9
^h	h	8
ē	eː	57
t	t̪	43
^d	d̪	1
u	u	81
˨˩$	²¹	49
^y	j	37
e	e	8
˨$	²	6
^ṯs̱	ts	1
p	p	8
^i	i	1
^a	ʌ	3
˦˥	⁴⁵ +	49
˦˥$	⁴⁵	40
^t	t̪	9
˨˩	²¹ +	94
m	m	52
n	n̪	47
ch	tʃ	22
ʸ	j̚	25
à	a	5
ṅ	ŋ	37
˨˦$	²⁴	38
ō	oː	22
˨˦	²⁴ +	26
˨	² +	16
o	o	47
^l	l	3
^m	m	39
š	ʃ	19
h	h	2
ai	ai	15
^k	k	4
ü	y	2
ö	ø	1
f	f	2
k	k	7
ñ	ɲ	21
ā	ʌː	58
˧	³ +	1
l	l	21
˦5	⁴⁵ +	1
^g	g	3
d	d̪	2
+	+	1
^f	f	2
^ñ	ɲ	4
ṯs̱	ts	8
˨˧	²³ +	3
b	b	40
^n	n̪	18
^b	b	5
^ḏẕ	dz	1
˥˦$	⁵⁴	1
^L	l	1
