Grapheme	IPA	Frequency
^ṅ	ŋ	19
a	ʌ	61
$	NULL	148
^ṭ	ʈ	1
u	u	32
k	k	23
^d	d̪	3
i	i	59
n	n̪	25
^gy	gʲ	4
e	e	43
^g	g	2
^ch	tʃ	4
-	+	103
t’	t̪ʰ	1
m	m	21
b	b	23
^ñ	ɲ	2
^s	s	6
^ž	ʒ	1
^a	ʌ	13
p’	pʰ	9
o	o	61
l	l	11
ä	ɛ	20
ñ	ɲ	1
ṯs̱’	tsʰ	5
ch	tʃ	24
^p	p	5
ü	y	3
gy	gʲ	13
j	dʒ	1
^n	n̪	3
^m	m	11
^k’	kʰ	24
^p’	pʰ	3
g	g	5
^t	t̪	6
^b’	bʰ	3
ts’	tsʰ	4
y	j	4
^r	r	1
p	p	25
+	+	76
ts	ts	1
^t’	t̪ʰ	2
^y	j	2
r	r	4
^ts	ts	1
ṅ	ŋ	14
^h	h	1
^k	k	5
^l	l	2
s	s	1
ö	ø	21
^ch’	tʃʰ	18
ky	kʲ	3
^š	ʃ	3
ī	iː	15
t	t̪	18
d	d̪	5
ž	ʒ	12
š	ʃ	6
^ky	kʲ	1
^K	k	1
ch’	tʃʰ	1
^b	b	1
au	au	1
