Grapheme	IPA	Frequency
^y	j	10
ai	ai	26
˨$	²	62
^ꭓ	x	2
ū	uː	24
^n	n̪	13
w	w	44
ī	iː	55
ō	oː	46
˧$	³	38
^k’	kʰ	4
^k	k	7
a	ʌ	104
^l	l	12
ö	ø	11
ṅ	ŋ	26
˧	³ +	92
s’	sʰ	7
^θ	θ	19
i	i	1
^p’	pʰ	4
ā	ʌː	14
p’	pʰ	19
à	a	2
n	n̪	16
˨	² +	23
ɣ	ɣ	6
˨˦$	²⁴	17
=	+	91
θ	θ	27
^m	m	14
^w	w	1
u	u	11
^φ	ɸ	6
š	ʃ	5
φ	ɸ	3
^=	+	21
+	+	33
$	NULL	22
k	k	12
m	m	26
l	l	46
ē	eː	44
å	ɔ	37
t’	t̪ʰ	7
^t’	t̪ʰ	9
b	b	2
e	e	5
^b	b	3
˨˦	²⁴ +	15
t	t̪	1
˦$	⁴	29
°	NULL	8
˦	⁴ +	7
y	j	27
…	NULL	1
k’	kʰ	3
^p	p	7
s	s	3
^d	d̪	11
^s	s	2
˨˧$	²³	1
^ɣ	ɣ	2
^å	ɔ	1
^a	ʌ	18
3	³	1
p	p	3
a#	ʌ +	1
d	d̪	10
˨˧	²³ +	1
-	+	1
^s’	sʰ	2
ꭓ	x	1
^K	k	1
