Grapheme	IPA	Frequency
^p	p	9
u	u	21
š	ʃ	19
$	NULL	171
^š	ʃ	9
a	ʌ	67
h	h	40
^s	s	9
t	t̪	10
^a	ʌ	17
^n	n̪	3
au	au	1
^i	i	4
k	k	10
^d	d̪	10
ī	iː	55
ū	uː	28
^c̣	c	1
ḥ	h	1
e	e	15
^̱c	c	1
ā	ʌː	56
r	r	17
^m	m	28
l	l	31
ō	oː	51
^b	b	16
ü	y	1
b	b	9
ṭ	ʈ	12
ṛ	ɽ	2
-	+	3
j	dʒ	8
+	+	39
m	m	14
ā̃	ãː	9
^ā	ʌː	9
^ž	ʒ	2
s	s	37
n	n̪	36
ž	ʒ	4
^ch	tʃ	3
^g	g	9
ai	ai	4
ch’	tʃʰ	2
^d’	d̪ʰ	2
p	p	5
ē	eː	11
v	v	1
w	w	4
i	i	26
g	g	15
^t’	t̪ʰ	3
^l	l	3
ch	tʃ	6
o	o	5
n̄	n̪	1
^j	dʒ	4
^k	k	8
^ō	oː	2
t’	t̪ʰ	3
^k’	kʰ	3
^e	e	1
^-	+	1
^h	h	5
^ā̃	ãː	1
ĩ	ĩ	1
-$	NULL	13
d	d̪	4
^t	t̪	8
k’	kʰ	1
^ḍ	ɖ	4
ḍ	ɖ	6
āi	aːi	2
y	j	3
^ai	ai	1
^y	j	2
z	z	1
^p’	pʰ	1
n’	n̪̊ʰ	1
^r	r	1
q	q	1
^X	x	2
^w	w	1
^ū	uː	1
ṭ’	ʈʰ	1
ṅ	ŋ	2
ī̃	ĩː	1
ō̃	õː	1
