Grapheme	IPA	Frequency
^p	p	10
a	ʌ	67
ñ	ɲ	2
j	dʒ	11
$	NULL	165
^ch’	tʃʰ	1
ē	eː	8
^s	s	9
t	t̪	17
^a	ʌ	12
ṭ	ʈ	3
^n	n̪	4
au	au	6
^i	i	1
k	k	12
^d	d̪	7
s	s	27
ō	oː	15
^t	t̪	20
r	r	51
ai	ai	8
^ch	tʃ	4
ā	ʌː	87
^b	b	18
b	b	20
d	d̪	21
g	g	15
ī	iː	30
-	+	8
ch’	tʃʰ	3
+	+	49
ā̃	ãː	19
ĩ	ĩ	5
^m	m	6
^b’	bʰ	2
n	n̪	23
^ā	ʌː	9
m	m	24
^j	dʒ	4
^l	l	2
ṛ	ɽ	12
u	u	21
^d’	d̪ʰ	2
^g’	gʰ	6
e	e	16
h	h	31
^g	g	4
o	o	2
v	v	1
ē̃	ẽː	11
^k	k	14
^h	h	6
^k’	kʰ	8
ch	tʃ	8
l	l	7
^u	u	5
p	p	2
’	NULL	1
ū	uː	3
i	i	17
-$	NULL	9
ū̃	ũː	14
^o	o	14
d’	d̪ʰ	1
ṅ	ŋ	2
^ō	oː	2
^ũ	ũ	1
t’	t̪ʰ	1
k’	kʰ	2
ũ	ũ	1
b’	bʰ	1
^ḍ’	ɖʰ	1
ḍ	ɖ	1
ṭ’	ʈʰ	1
w	w	1
^P	p	1
^ū̃	ũː	1
