Grapheme	IPA	Frequency
^p	p	11
i	i	28
n	n̪	49
z	z	22
$	NULL	188
^ꭓ	x	4
à	a	53
u	u	36
š	ʃ	14
^w	w	25
v	v	18
d	d̪	66
a	ʌ	75
š́	ʃ	3
t	t̪	33
^n	n̪	11
o	o	18
^ī	iː	2
^y	j	12
ī	iː	22
^δ	ð	6
s	s	25
^d	d̪	15
y	j	7
ō	oː	11
^à	a	1
r	r	42
ï	ɪ	1
^ṯs̱	ts	2
ā	ʌː	24
e	e	51
-	+	30
^a	ʌ	2
+	+	54
å	ɔ	19
^m	m	15
^v	v	8
ö	ø	2
ꭓ	x	8
^ch	tʃ	9
k	k	13
^ɣ	ɣ	7
^ž	ʒ	2
^z	z	2
l	l	9
ṯs̱	ts	5
^r	r	2
j	dʒ	7
ē	eː	12
ḏẕ	dz	5
^j	dʒ	4
^k	k	10
ü	y	10
^b	b	7
ch	tʃ	8
g	g	6
b	b	9
ɣ	ɣ	3
^g	g	2
δ	ð	20
ts	ts	2
^t	t̪	21
…	NULL	1
ai	ai	4
^ts	ts	1
^ō	oː	1
^ā	ʌː	1
^l	l	1
āi	aːi	2
^s	s	4
-$	NULL	8
^ꭓ́	x	2
θ	θ	1
m	m	24
f	f	2
h	h	1
oi	ɔɪ	3
ū	uː	1
p	p	3
^š	ʃ	2
^X	x	1
^š́	ʃ	3
