Grapheme	IPA	Frequency
^ṅ	ŋ	20
ā	ʌː	72
$	NULL	186
^h	h	28
n	n̪	42
e	e	67
o	o	29
^ṭ	ʈ	1
ū	uː	1
^n	n̪	13
ī	iː	6
^p	p	4
r	r	23
^b’	bʰ	4
^k	k	14
u	u	32
^g’	gʰ	3
^ch	tʃ	26
i	i	85
^s	s	7
õ	õ	10
ou	əʊ	1
^v	v	1
l	l	28
^ā	ʌː	17
-	+	176
b	b	23
d	d̪	9
h	h	18
+	+	79
m	m	88
a	ʌ	200
āi	aːi	1
g’	gʰ	2
ṅ	ŋ	8
^m	m	6
^j’	dʒʰ	4
^t	t̪	11
^b	b	2
s	s	13
t	t̪	11
y	j	6
k	k	5
d’	d̪ʰ	4
j	dʒ	38
g	g	21
^r	r	5
ky	kʲ	1
^f	f	3
hy	hʲ	13
ch	tʃ	5
p	p	3
j’	dʒʰ	4
^l	l	4
^k’	kʰ	2
^hy	hʲ	1
ĩ	ĩ	1
^d’	d̪ʰ	3
ai	ai	3
v	v	1
^o	o	1
^y	j	1
^p’	pʰ	1
^ch’	tʃʰ	1
^P	p	1
ē	eː	1
w	w	2
ī̃	ĩː	1
^a	ʌ	1
^u	u	1
ṭ’	ʈʰ	1
b’	bʰ	1
