Grapheme	IPA	Frequency
^p	p	9
ū	uː	10
ch	tʃ	14
$	NULL	161
^š	ʃ	3
^s	s	13
ō	oː	22
^o	o	1
š	ʃ	42
ṭ	ʈ	3
^n	n̪	9
^e	e	6
k	k	29
^d	d̪	6
u	u	24
^t	t̪	33
r	r	26
ē	eː	26
t	t̪	38
ā	ʌː	22
a	ʌ	90
-	+	24
b	b	11
ē̃	ẽː	3
e	e	62
l	l	10
i	i	63
ā̃	ãː	9
n	n̪	17
^oi	ɔɪ	1
^b	b	6
s	s	22
^m	m	4
^i	i	6
m	m	31
h	h	1
^j	dʒ	3
^g	g	7
ṛ	ɽ	31
+	+	63
g	g	10
ã	ã	8
ts	ts	4
ū̃	ũː	7
o	o	18
^w	w	2
ei	ei	4
w	w	1
^a	ʌ	9
d	d̪	5
^ō	oː	2
y	j	3
v	v	34
p	p	5
ẽ	ẽ	12
^k	k	6
ai	ai	1
^ch	tʃ	3
-$	NULL	10
^ī	iː	1
^y	j	21
^v	v	11
ī	iː	12
ts’	tsʰ	1
ī̃	ĩː	1
^ī̃	ĩː	1
gy	gʲ	6
^ā	ʌː	2
ṯs̱	ts	2
^ū	uː	2
^l	l	1
oi	ɔɪ	1
^T	t̪	1
^ṯs̱	ts	1
ĩ	ĩ	1
^ẽ	ẽ	1
