Grapheme	IPA	Frequency
^p	p	10
ā̃	ãː	19
ch	tʃ	4
$	NULL	200
^ch’	tʃʰ	3
ai	ai	27
^s	s	9
ā	ʌː	99
t	t̪	14
^ā	ʌː	3
ṭ’	ʈʰ	3
^n	n̪	6
au	au	43
^ē	eː	2
k	k	22
u	u	54
^d	d̪	13
a	ʌ	89
s	s	8
w	w	5
^t	t̪	23
ī	iː	20
n	n̪	29
i	i	41
^ch	tʃ	5
r	r	54
^k	k	13
ū	uː	18
-	+	20
ū̃	ũː	10
^b	b	21
^a	ʌ	1
m	m	44
^m	m	20
y	j	32
ō	oː	11
^b’	bʰ	11
ĩ	ĩ	22
ᵃ	ă	8
^l	l	3
g	g	14
d	d̪	9
^g’	gʰ	6
b	b	3
h	h	41
l	l	8
ṭ	ʈ	8
ṛ	ɽ	16
ē	eː	23
j	dʒ	13
^g	g	11
^h	h	17
+	+	49
ũ	ũ	10
ch’	tʃʰ	4
^ū̃	ũː	2
^ū	uː	1
p	p	1
^j	dʒ	4
ī̃	ĩː	3
^ḍ’	ɖʰ	1
ṅ	ŋ	1
^ā̃	ãː	3
^au	au	1
-$	NULL	12
^k’	kʰ	1
^ṭ’	ʈʰ	1
^w	w	18
)	NULL	1
ē̃	ẽː	6
m’	mʰ	1
t’	t̪ʰ	1
k’	kʰ	2
b’	bʰ	1
^ṭ	ʈ	1
^B	b	1
’	NULL	1
^P	p	1
d’	d̪ʰ	1
