Grapheme	IPA	Frequency
^p	p	31
o	o	80
-	+	236
ṅ	ŋ	7
$	NULL	169
^ch	tʃ	9
r	r	54
ā	ʌː	98
n	n̪	60
ē	eː	81
ch	tʃ	3
k	k	51
^k	k	16
a	ʌ	31
l	l	43
i	i	104
h	h	11
ē̃	ẽː	2
s	s	21
d	d̪	29
ai	ai	17
ū	uː	42
ī̃	ĩː	3
+	+	71
^t’	t̪ʰ	4
^t	t̪	10
t	t̪	33
m	m	18
^m	m	8
^n	n̪	29
e	e	3
p	p	7
u	u	45
f	f	8
^s	s	6
^h	h	15
^k’	kʰ	5
y	j	5
^ā	ʌː	5
k’	kʰ	2
j	dʒ	1
t’	t̪ʰ	1
^a	ʌ	4
^o	o	3
^-	+	1
w	w	12
à	a	1
b	b	8
^r	r	2
^y	j	8
-$	NULL	5
^i	i	8
oi	ɔɪ	9
^d	d̪	1
^ī	iː	1
^g	g	1
^u	u	1
^b	b	1
^ṅ	ŋ	3
’	NULL	3
š	ʃ	1
^O	o	1
^z	z	1
v	v	1
