Grapheme	IPA	Frequency
^p	p	17
a	ʌ	8
-	+	171
ṅ	ŋ	2
u	u	35
$	NULL	183
^s	s	7
r	r	33
^t’	t̪ʰ	15
e	e	66
n	n̪	23
ā	ʌː	58
t’	t̪ʰ	2
^t	t̪	8
k	k	69
w	w	29
ū	uː	1
ǒ	ɒ	98
^k	k	16
ē	eː	49
^d	d̪	3
^-	+	10
p	p	23
i	i	33
ī	iː	3
+	+	65
m	m	24
^z	z	1
^ḏẕ	dz	1
z	z	1
^l	l	2
ü	y	53
f	f	8
^w	w	1
^m	m	12
^n	n̪	28
ch	tʃ	5
å	ɔ	17
d	d̪	7
^f	f	4
h	h	6
ö	ø	6
^ch	tʃ	5
v	v	29
š	ʃ	4
^r	r	3
l	l	15
s	s	2
ts	ts	3
^h	h	16
dz	dz	1
j	dʒ	2
^u	u	12
^v	v	6
t	t̪	20
^b	b	2
^ā	ʌː	10
^i	i	1
-$	NULL	4
^ts	ts	1
^k’	kʰ	1
b	b	12
^dz	dz	2
^p’	pʰ	1
^ṯs̱	ts	1
ž	ʒ	1
^K	k	1
ḏẕ	dz	1
p’	pʰ	1
