Grapheme	IPA	Frequency
^p	p	9
ā̃	ãː	4
ch	tʃ	3
$	NULL	208
^ch’	tʃʰ	4
a	ʌ	105
^s	s	8
ā	ʌː	89
t	t̪	13
^ā	ʌː	4
ṭ’	ʈʰ	6
^n	n̪	9
au	au	8
^e	e	1
k	k	41
^y	j	2
e	e	7
^au	au	1
ṭ	ʈ	24
^d	d̪	9
s	s	22
u	u	97
i	i	89
^t	t̪	42
ī	iː	26
n	n̪	38
^ch	tʃ	5
r	r	82
^b	b	22
b	b	13
-	+	66
ō	oː	56
l	l	37
āi	aːi	10
+	+	53
h	h	39
ḵ	k	1
m	m	30
j	dʒ	12
y	j	22
ū	uː	3
^b’	bʰ	4
d	d̪	3
ai	ai	6
n’	n̪̊ʰ	1
^m	m	18
ch’	tʃʰ	8
ē	eː	36
^āi	aːi	1
w	w	4
k’	kʰ	8
^g’	gʰ	9
ṛ	ɽ	6
g	g	15
^g	g	6
^k	k	14
^j	dʒ	8
^a	ʌ	5
t’	t̪ʰ	7
^ū̃	ũː	2
b’	bʰ	3
d’	d̪ʰ	2
^ṭ	ʈ	2
ṛ’	ɽʰ	1
g’	gʰ	2
^ky	kʲ	2
^-	+	1
^h	h	14
^ã	ã	1
ã	ã	6
-$	NULL	10
^k’	kʰ	2
ũ	ũ	8
^u	u	4
^ḍ	ɖ	1
ḍ	ɖ	3
ē̃	ẽː	3
ĩ	ĩ	3
ū̃	ũː	3
^ū	uː	1
^ā̃	ãː	2
ṇ	ɳ	1
^p’	pʰ	1
^B	b	1
’	NULL	1
^Ǐ	i	1
š	ʃ	1
^r	r	1
^ũ	ũ	1
