Grapheme	IPA	Frequency
^h	h	15
ā	ʌː	25
˧˨$	³²	3
ō	oː	17
k	k	20
˦$	⁴	35
^s	s	4
i	i	30
t	t̪	14
˧$	³	4
^p	p	16
˨$	²	5
^k	k	30
au	au	50
^n	n̪	8
ụ	y̜	15
ṅ	ŋ	30
^s’	sʰ	17
p	p	39
å	ɔ	26
˨˧$	²³	12
à	a	39
m	m	14
ī	iː	14
˦˨$	⁴²	63
^t	t̪	9
˦˨	⁴² +	21
s’	sʰ	4
n	n̪	46
˨˦	²⁴ +	54
˥˦$	⁵⁴	29
^m	m	36
ä	ɛ	16
s	s	7
ai	ai	29
˥˦	⁵⁴ +	27
y	j	45
^p’	pʰ	8
ū	uː	18
˦	⁴ +	45
ē	eː	3
^l	l	12
u	u	7
˨˦$	²⁴	27
^w	w	5
w	w	7
l	l	10
˨	² +	9
h	h	5
a	ʌ	14
^à	a	1
˧˨	³² +	2
e	e	23
ñ	ɲ	20
ạ̄	ʌː	25
^k’	kʰ	14
^y	j	1
˧	³ +	4
ụ̄	uː	1
o	o	2
^ṅ	ŋ	1
t’	t̪ʰ	1
^P	p	1
’	NULL	1
r	r	1
p’	pʰ	1
