Grapheme	IPA	Frequency
^p	p	23
a	ʌ	91
n	n̪	32
j	dʒ	22
$	NULL	216
^ch’	tʃʰ	2
h	h	17
^s	s	6
t	t̪	11
^a	ʌ	20
ṭ’	ʈʰ	4
^n	n̪	4
ū̃	ũː	33
^h	h	15
e	e	10
k	k	12
i	i	35
ṛ	ɽ	3
ō	oː	69
^ḍ	ɖ	8
ḍ	ɖ	12
^b	b	17
b	b	11
^ṭ	ʈ	1
ē	eː	31
^ch	tʃ	7
ā	ʌː	72
r	r	60
d	d̪	15
-	+	18
k’	kʰ	7
ā̃	ãː	18
+	+	49
p	p	2
^m	m	13
m	m	23
l	l	9
ᵃ	ă	8
ṇ	ɳ	9
d’	d̪ʰ	1
ī	iː	32
ᵉ	ĕ	14
u	u	24
s	s	17
^z	z	1
^ō	oː	3
t’	t̪ʰ	4
^j	dʒ	4
^g	g	10
w	w	10
g	g	17
b’	bʰ	2
ch	tʃ	3
ṭ	ʈ	4
^k	k	16
ū	uː	6
^d	d̪	3
ᵘ	ŭ	3
y	j	7
^g’	gʰ	3
^ḍ’	ɖʰ	3
ã	ã	4
^c	c	1
ṅ	ŋ	4
z	z	2
ch’	tʃʰ	4
^ū̃	ũː	1
^v	v	4
^à̃	ã	1
^ẽ	ẽ	1
^ã	ã	1
^ü	y	1
ē̃	ẽː	4
^w	w	3
ñ	ɲ	7
-$	NULL	11
^k’	kʰ	1
^ā	ʌː	8
^ā̃	ãː	1
ī̃	ĩː	21
^t	t̪	19
v	v	15
^u	u	8
^ū	uː	14
^à	a	1
^e	e	2
^l	l	1
^r	r	2
ō̃	õː	1
^X	x	1
^B	b	1
’	NULL	1
^š	ʃ	1
ai	ai	1
^b’	bʰ	1
