Grapheme	IPA	Frequency
^z	z	13
ä	ɛ	41
$	NULL	194
^y	j	3
^ꭓ	x	4
u	u	15
^m	m	11
w	w	24
i	i	40
o	o	66
å	ɔ	39
^k	k	6
^l	l	21
à	a	104
^d	d̪	9
ö	ø	27
s	s	10
^s	s	7
z	z	16
^ch	tʃ	3
^θ	θ	1
^p	p	6
+	+	217
-$	NULL	3
p	p	13
ɣ	ɣ	13
ch	tʃ	28
^à	a	23
^w	w	4
k	k	17
^b	b	17
m	m	18
l	l	54
^v	v	8
°	NULL	2
^f	f	6
^t	t̪	10
^ä	ɛ	7
v	v	6
f	f	5
t	t̪	8
n	n̪	7
ᵉ	ĕ	2
d	d̪	3
ꭓ	x	3
š	ʃ	1
dz	dz	1
^^	NULL	4
ts	ts	1
^å	ɔ	1
g	g	3
y	j	3
^e	e	2
ì	i	2
e	e	1
^g	g	8
^ɣ	ɣ	2
^n	n̪	23
^u	u	1
^s’	sʰ	3
^dz	dz	1
^ö	ø	1
^o	o	17
b	b	15
^ã	ã	1
^j	dʒ	1
a	ʌ	1
r	r	1
^h	h	1
ⁱ	ĭ	1
^ḏẕ	dz	1
^ì	i	1
θ	θ	2
^G	g	1
^t’	t̪ʰ	1
^š	ʃ	1
