Grapheme	IPA	Frequency
^p’	pʰ	14
a	ʌ	205
n	n̪	90
ch’	tʃʰ	4
$	NULL	390
^p	p	20
ā	ʌː	253
ṯs̱	ts	2
^š	ʃ	24
š	ʃ	46
^s	s	14
y	j	15
^h	h	17
f	f	5
t’	t̪ʰ	33
p	p	36
t	t̪	26
^ā	ʌː	32
ṭ	ʈ	30
^n	n̪	9
u	u	62
h	h	29
^y	j	2
k’	kʰ	14
^e	e	1
k	k	27
^d	d̪	20
ō	oː	27
i	i	106
ai	ai	3
^t	t̪	43
^ch’	tʃʰ	4
r	r	119
^ṯs̱	ts	6
θ	θ	38
^b	b	31
j	dʒ	25
ē	eː	64
-	+	14
^a	ʌ	5
+	+	131
p’	pʰ	3
ě	e	9
ā̃	ãː	31
b	b	19
l	l	58
ī	iː	24
g	g	17
^m	m	39
^b’	bʰ	7
āi	aːi	13
^g	g	18
ï	ɪ	1
d	d̪	15
ṛ	ɽ	14
^z	z	4
^j	dʒ	13
^i	i	3
s	s	52
^k	k	18
^g’	gʰ	6
δ	ð	6
ꭓ	x	4
ī̃	ĩː	4
ṭ’	ʈʰ	3
z	z	12
w	w	14
e	e	6
ẽ	ẽ	7
m	m	48
ɣ	ɣ	14
^k’	kʰ	8
^u	u	4
ts	ts	2
^l	l	8
ū	uː	2
^w	w	2
o	o	21
au	au	11
^r	r	5
-$	NULL	23
ã	ã	8
^t’	t̪ʰ	11
^ō	oː	1
^ā̃	ãː	19
ū̃	ũː	7
v	v	6
ḍ	ɖ	1
ng	ŋ	2
^ṭ’	ʈʰ	1
^H	h	1
^D	d	1
^Ī	iː	1
ᵛ	v̚	1
^Ā	aː	1
d’	d̪ʰ	1
