Grapheme	IPA	Frequency
^p	p	11
ā̃	ãː	4
ch	tʃ	3
a	ʌ	168
$	NULL	190
^ch’	tʃʰ	2
^s	s	23
ā	ʌː	135
t	t̪	12
^ā	ʌː	18
ṭ’	ʈʰ	4
^n	n̪	7
^ē	eː	2
k	k	33
^d	d̪	9
š	ʃ	4
u	u	69
i	i	72
^t	t̪	31
n	n̪	57
^ch	tʃ	4
ī	iː	6
r	r	60
^b	b	13
p	p	15
o	o	1
-	+	21
+	+	56
b	b	12
m	m	97
ē	eː	97
ṅ	ŋ	9
^m	m	26
^b’	bʰ	6
āi	aːi	10
ü	y	2
ṇ	ɳ	14
^a	ʌ	4
d	d̪	5
ṣ	ʂ	2
y	j	1
s	s	8
l	l	38
^j’	dʒʰ	2
^g’	gʰ	6
ō	oː	11
ṛ	ɽ	7
ḍ’	ɖʰ	3
^g	g	5
^k	k	13
ḍ	ɖ	6
ch’	tʃʰ	9
h	h	9
^h	h	3
^ũ	ũ	1
^u	u	1
ḷ	ɭ	2
ṭ	ʈ	4
k’	kʰ	2
ū	uː	2
g	g	7
ĩ	ĩ	2
^ō	oː	2
ã	ã	2
^j	dʒ	2
-$	NULL	9
^k’	kʰ	1
^š	ʃ	1
b’	bʰ	23
^ṭ’	ʈʰ	1
ũ	ũ	7
t’	t̪ʰ	6
j	dʒ	7
ē̃	ẽː	1
^ā̃	ãː	1
’	NULL	1
^l	l	1
^r	r	1
^D	d	1
^P	p	1
w	w	1
ai	ai	1
d’	d̪ʰ	1
