Grapheme	IPA	Frequency
^h	h	12
ṅ	ŋ	12
å	ɔ	4
$	NULL	166
^š	ʃ	17
o	o	19
-	+	216
k	k	23
e	e	6
ei	ei	52
u	u	45
t	t̪	62
^k	k	5
ū	uː	14
^p	p	13
a	ʌ	131
h	h	84
w	w	54
r	r	38
i	i	95
à	a	16
m	m	36
l	l	10
ī	iː	15
p	p	14
n	n̪	107
+	+	90
^n	n̪	20
^t	t̪	9
^s	s	3
s	s	23
^ch	tʃ	1
au	au	12
ō	oː	10
^à	a	42
š	ʃ	8
^a	ʌ	6
^m	m	5
y	j	13
ch	tʃ	3
ai	ai	5
ky	kʲ	1
k’	kʰ	3
g	g	1
^m’	mʰ	3
^y	j	1
^ṅ	ŋ	1
j	dʒ	1
b	b	1
^p’	pʰ	2
^ky	kʲ	18
^l	l	3
^d’	d̪ʰ	1
t’	t̪ʰ	7
θ	θ	1
oi	ɔɪ	1
ā	ʌː	1
^hy	hʲ	1
^P	p	1
’	NULL	1
^ai	ai	1
^w	w	1
ē	eː	1
