Grapheme	IPA	Frequency
^l	l	8
ä	ɛ	5
-	+	21
m	m	8
à	a	63
$	NULL	97
^à	a	16
n	n̪	37
ū	uː	6
j	dʒ	1
o	o	16
^w	w	1
l	l	16
e	e	15
^š	ʃ	1
w	w	3
ai	ai	8
b	b	3
t	t̪	19
^ch	tʃ	5
ǎ	æ	1
*	NULL	44
^ch’	tʃʰ	1
p	p	8
å	ɔ	6
^d	d̪	3
u	u	6
^t’	t̪ʰ	1
oi	ɔɪ	4
^p	p	3
ṅ	ŋ	11
^b	b	7
ī	iː	4
h	h	4
^m	m	14
š	ʃ	1
^k	k	6
k	k	12
i	i	14
ḳ	k	1
+	+	4
’	NULL	3
^oi	ɔɪ	2
s	s	3
d	d̪	6
ei	ei	1
au	au	3
^s	s	2
^t	t̪	3
^e	e	1
^h	h	1
^m’	mʰ	2
ñ	ɲ	2
^n	n̪	3
ǒ	ɒ	1
v	v	1
r	r	1
^ṅ	ŋ	2
^y	j	2
^n’	n̪̊	3
^å	ɔ	4
^k’	kʰ	2
^b’	bʰ	1
ch	tʃ	2
^ñ	ɲ	1
^Ch	tʃ	1
^Θ	θ	1
t’	t̪ʰ	1
ē	eː	1
y	j	1
a	ʌ	1
g	g	1
