Grapheme	IPA	Frequency
^b	b	31
ē	eː	7
š	ʃ	10
$	NULL	226
^a	ʌ	19
l	l	50
t	t̪	33
ī	iː	121
^y	j	13
^s	s	9
k	k	23
z	z	36
^t	t̪	12
ō	oː	6
q	q	14
r	r	109
^ū	uː	29
n	n̪	60
^ī	iː	10
^ö	ø	1
ch	tʃ	13
ö	ø	2
ā	ʌː	103
b	b	10
^d	d̪	10
d	d̪	23
-	+	96
ng	ŋ	19
+	+	11
…	NULL	2
g	g	10
a	ʌ	47
.	NULL	7
^ā	ʌː	17
ɣ	ɣ	15
^i	i	8
^au	au	1
p	p	8
i	i	12
^ē	eː	3
^k	k	10
^ꭓ	x	3
ū	uː	72
^q	q	12
y	j	4
h	h	3
^u	u	5
^ü	y	3
^e	e	2
c	c	2
^m	m	6
m	m	24
ꭓ	x	1
χ	x	1
s	s	19
ü	y	4
^n	n̪	2
^l	l	1
^-	+	9
‘	NULL	5
à	a	1
^p	p	2
^f	f	1
^g	g	2
’	NULL	1
^T	t̪	1
^A	ʌ	1
u	u	2
^B	b	1
v	v	1
o	o	1
w	w	2
^h	h	1
^ō	oː	1
