Grapheme	IPA	Frequency
^ṅ	ŋ	2
à	a	98
$	NULL	168
^r	r	10
u	u	36
t	t̪	19
^s	s	8
a	ʌ	27
-	+	137
r	r	8
i	i	62
e	e	23
^k	k	29
w	w	3
^h	h	8
n	n̪	63
^t	t̪	13
m	m	42
^l	l	3
^ᵃ	ă	29
p	p	25
k	k	35
+	+	83
š	ʃ	2
ᵃ	ă	52
h	h	22
o	o	3
^n	n̪	25
au	au	2
ä	ɛ	4
^p’	pʰ	1
^m	m	9
p’	pʰ	1
ṅ	ŋ	23
å	ɔ	8
^f	f	4
ū	uː	1
^z	z	5
^w	w	7
ẽ	ẽ	4
ai	ai	18
^à	a	2
ō	oː	14
^p	p	3
ǒ	ɒ	4
l	l	22
d	d̪	2
^y	j	2
y	j	3
s	s	1
ˡ	l̚	13
ā	ʌː	3
-$	NULL	6
ᵗ	t̪̚	20
^v	v	1
ᵉ	ĕ	1
v	v	18
ᵏ	k̚	2
^a	ʌ	7
^^	NULL	3
^š	ʃ	1
^K	k	1
^ī	iː	1
b	b	1
^ā	ʌː	1
f	f	1
