Grapheme	IPA	Frequency
^ṅ	ŋ	10
å	ɔ	26
$	NULL	107
^ch	tʃ	6
u	u	15
^ñ	ɲ	1
i	i	17
t	t̪	14
^š	ʃ	3
^k	k	5
a	ʌ	6
o	o	9
^l	l	9
à	a	37
^r	r	3
ṯs̱	ts	10
ē	eː	3
+	+	13
^ī	iː	4
^s	s	2
m	m	22
^m	m	11
^y	j	4
-	+	50
w	w	9
ā	ʌː	4
^à	a	2
^i	i	2
n	n̪	8
ō	oː	6
ṅ	ŋ	20
^ā	ʌː	2
k	k	6
^ä	ɛ	1
g	g	2
e	e	15
ī	iː	9
^ṯs̱	ts	2
^o	o	1
^u	u	2
ä	ɛ	4
^n	n̪	9
z	z	1
^mya2ṅ	m j a n	1
^w	w	5
t’	t̪ʰ	1
^p	p	4
ai	ai	1
I	i	1
ch	tʃ	4
ts	ts	1
ǒ	ɒ	1
y	j	11
s	s	3
ū	uː	7
^h	h	8
š	ʃ	5
p	p	6
^t	t̪	2
l	l	3
^e	e	1
^ts	ts	2
b	b	1
^θ	θ	1
^s’	sʰ	1
ᵃ	ă	1
^ky	kʲ	2
r	r	2
^N	n	1
p’	pʰ	1
ñ	ɲ	1
