Grapheme	IPA	Frequency
^p	p	2
a	ʌ	16
-	+	35
n’	n̪̊ʰ	1
i	i	47
$	NULL	89
^t’	t̪ʰ	1
u	u	43
r	r	29
o	o	13
^t	t̪	12
e	e	8
ñ	ɲ	6
ē	eː	13
ž	ʒ	1
ā	ʌː	19
g	g	2
^k	k	5
l	l	15
ṅ	ŋ	19
ū	uː	2
^a	ʌ	7
s	s	4
^p’	pʰ	1
^ā	ʌː	12
p	p	3
^i	i	11
^m	m	15
ḏẕ	dz	1
ü	y	15
m	m	15
b	b	13
z	z	4
n	n̪	14
š	ʃ	7
+	+	10
d	d̪	8
^r	r	2
ī	iː	2
dz	dz	2
ts	ts	4
k’	kʰ	1
^l	l	1
^s	s	2
w	w	2
y	j	3
^j	dʒ	1
^u	u	2
^ts	ts	1
k	k	5
^ch	tʃ	3
^n	n̪	3
^š	ʃ	2
j	dʒ	1
t	t̪	1
ō	oː	1
ky	kʲ	1
ch	tʃ	2
à	a	1
^h	h	1
g’	gʰ	1
^ai	ai	1
h	h	1
^Ā	aː	1
ṯs̱	ts	1
^ky	kʲ	1
^g	g	1
^ṯs̱	ts	1
ng	ŋ	1
’	NULL	1
