Grapheme	IPA	Frequency
^m	m	22
å̃	ɔ	4
ṛ	ɽ	14
$	NULL	187
^t	t̪	10
u	u	11
r	r	37
ū	uː	8
i	i	16
^ē	eː	7
ā	ʌː	119
e	e	47
^i	i	4
ạ̄	ʌː	16
l	l	40
^ā	ʌː	14
ä	ɛ	48
t	t̪	23
^g	g	6
^b	b	16
-	+	172
a	ʌ	50
^p	p	6
ō	oː	44
n	n̪	68
ī	iː	26
^a	ʌ	9
p	p	25
ṭ’	ʈʰ	2
k’	kʰ	3
å	ɔ	42
k	k	51
^e	e	1
ṅ	ŋ	15
g	g	18
h	h	14
^d	d̪	23
d	d̪	11
s	s	15
ē	eː	13
j	dʒ	9
^h	h	10
^ạ̄	ʌː	2
m	m	23
^k	k	4
+	+	25
^s	s	19
^ḍ	ɖ	3
o	o	13
ṇ	ɳ	2
ḍ	ɖ	3
ng	ŋ	1
^j	dʒ	3
ạ	ø̜	3
ᶜ	c̚	5
ʰ	h	5
^u	u	1
^ch	tʃ	10
^l	l	5
ñ	ɲ	12
y	j	1
^å	ɔ	1
^o	o	1
ᵗ	t̪̚	15
ä̃	ɛ̃	12
ᵏ	k̚	14
ᵖ	p̚	1
^ī	iː	2
b	b	11
^ä	ɛ	1
^ñ	ɲ	2
^ū	uː	3
ch	tʃ	4
^ō	oː	3
ū̃	ũː	1
ṭ	ʈ	1
ā̃	ãː	2
^B	b	1
