Grapheme	IPA	Frequency
^ṅ	ŋ	15
ā	ʌː	85
+	+	198
k	k	18
u	u	42
$	NULL	184
^ch	tʃ	4
ǒ	ɒ	5
^k	k	10
-	+	10
n	n̪	42
i	i	71
t	t̪	14
^š	ʃ	3
o	o	51
^t	t̪	7
a	ʌ	4
s	s	8
ä	ɛ	27
j	dʒ	4
^h	h	5
^θ	θ	28
au	au	4
ṅ	ŋ	17
^l	l	12
e	e	25
^ᵃ	ă	19
p	p	26
^p	p	7
à	a	47
g	g	10
h	h	1
y	j	38
d	d̪	30
m	m	36
θ	θ	23
^ñ	ɲ	1
°	NULL	2
^m	m	11
ᵉ	ĕ	1
ᵃ	ă	5
^b	b	11
^n	n̪	36
w	w	35
ě	e	3
ᵗ	t̪̚	6
^s	s	5
^w	w	4
^ǒ	ɒ	1
š	ʃ	7
b	b	16
í	i	1
^ĩ	ĩ	1
ĩ	ĩ	1
ai	ai	22
-$	NULL	1
^y	j	3
l	l	10
ᵏ	k̚	21
é	e	4
z	z	1
ǎ	æ	1
^a	ʌ	1
^^	NULL	1
å	ɔ	1
ei	ei	2
^P	p	1
^i	i	1
^j	dʒ	1
