Grapheme	IPA	Frequency
^p	p	13
ā̃	ãː	3
s	s	26
$	NULL	199
^s	s	8
ǒ	ɒ	93
y	j	30
^ꭓ	x	18
ā	ʌː	158
t	t̪	37
^ā	ʌː	12
ṭ’	ʈʰ	2
^n	n̪	4
^e	e	2
k	k	55
^d	d̪	6
h	h	35
u	u	46
i	i	126
^t	t̪	50
n	n̪	18
r	r	85
^b	b	16
p	p	15
-$	NULL	10
+	+	95
ž	ʒ	8
b	b	25
-	+	30
ǒ̃	õ	17
^āi	aːi	1
^k	k	9
āi	aːi	16
^b’	bʰ	8
ǐ	i	1
^m	m	32
o	o	37
m	m	62
^g’	gʰ	3
å	ɔ	24
^l	l	3
w	w	7
l	l	68
ī	iː	6
^ž	ʒ	7
g’	gʰ	4
^ḍ	ɖ	2
a	ʌ	4
g	g	15
e	e	36
^o	o	4
k’	kʰ	4
^a	ʌ	1
p’	pʰ	1
^h	h	2
õ	õ	20
^k’	kʰ	2
ꭓ	x	2
^t’	t̪ʰ	1
ō	oː	1
z	z	2
ò̃	õ	1
b’	bʰ	1
ṭ	ʈ	3
^r	r	1
d	d̪	2
^Ī	iː	1
^g	g	2
d’	d̪ʰ	1
^u	u	1
ū	uː	1
