Grapheme	IPA	Frequency
^n	n̪	5
ai	ai	1
$	NULL	130
^b	b	9
i	i	12
e	e	22
^ē	eː	4
^p	p	11
ā	ʌː	8
’	NULL	25
^k	k	18
à	a	29
n	n̪	14
ö	ø	15
h	h	11
ã	ã	3
ē	eː	15
r	r	7
^t	t̪	7
ō	oː	4
ᵉ	ĕ	13
m	m	10
k	k	19
l	l	13
^h	h	9
ī	iː	4
^m	m	15
ě	e	2
b	b	5
^y	j	5
ū	uː	4
d	d̪	11
^w	w	5
o	o	18
ṅ	ŋ	17
+	+	4
t	t̪	12
^e	e	3
^o	o	2
y	j	6
^ā	ʌː	2
s	s	13
ū’	uː h	2
u	u	8
š	ʃ	1
^s	s	3
a	ʌ	2
p	p	4
j	dʒ	3
^ch	tʃ	8
å	ɔ	9
^ū	uː	1
^l	l	4
w	w	4
^ai	ai	2
^j	dʒ	2
ẽ	ẽ	3
^g	g	1
^ṅ	ŋ	4
g	g	3
ñ	ɲ	2
oi	ɔɪ	2
^å	ɔ	2
^ō	oː	1
^ū’	uː h	2
^ñ	ɲ	1
^^	NULL	2
^à	a	1
õ	õ	1
au	au	1
^i	i	1
ᵃ	ă	1
ch	tʃ	1
