Grapheme	IPA	Frequency
^p	p	36
o	o	42
-	+	119
ṅ	ŋ	5
u	u	98
$	NULL	193
^ṯs̱	ts	4
ɣ	ɣ	8
a	ʌ	32
^s	s	3
h	h	39
i	i	132
n	n̪	74
^t’	t̪ʰ	2
à	a	45
ch	tʃ	8
e	e	71
^t	t̪	12
k	k	45
^l	l	4
^k’	kʰ	6
^ch	tʃ	4
ü	y	16
^k	k	21
’	NULL	3
t	t̪	8
^b	b	3
d	d̪	2
d’	d̪ʰ	1
+	+	69
p	p	7
-$	NULL	8
v	v	7
l	l	19
ñ	ɲ	1
õ	õ	29
^z	z	2
^m	m	12
z	z	3
^f	f	1
f	f	3
m	m	20
^n	n̪	38
^i	i	12
r	r	6
k’	kʰ	8
š	ʃ	7
ṯs̱	ts	3
ū	uː	3
^ts	ts	5
^ñ	ɲ	4
ts	ts	1
s	s	5
á	á	1
ai	ai	1
^a	ʌ	7
^ɣ	ɣ	3
w	w	17
t’	t̪ʰ	1
ǔ	ŏ	1
^-	+	1
^e	e	2
^g	g	3
^w	w	2
^ǐ	i	1
^h	h	4
y	j	5
ũ	ũ	10
ž	ʒ	3
^o	o	2
ǒ	ɒ	1
^ě	ə	1
^ou	əʊ	1
ⁱ	ĭ	1
^ī	iː	1
^u	u	1
^T	t̪	1
ou	əʊ	2
H	h	1
p’	pʰ	1
ā	ʌː	1
hy	hʲ	1
^y	j	2
