Grapheme	IPA	Frequency
^p	p	10
ā̃	ãː	9
ch	tʃ	12
$	NULL	189
^ch’	tʃʰ	3
a	ʌ	53
y	j	14
^s	s	12
ā	ʌː	151
t	t̪	19
^ā	ʌː	7
ṭ	ʈ	6
^l	l	6
^e	e	1
k	k	24
^d	d̪	8
s	s	13
u	u	63
i	i	80
^t	t̪	41
n	n̪	91
^ch	tʃ	6
r	r	57
^b	b	21
p’	pʰ	9
-	+	33
ē	eː	36
+	+	66
p	p	6
b	b	9
g	g	23
m	m	50
ch’	tʃʰ	23
^m	m	32
^b’	bʰ	6
āi	aːi	8
ï	ɪ	1
ë	ə	1
o	o	15
j	dʒ	15
ʸ	j̚	21
^k	k	13
l	l	30
ṛ	ɽ	15
e	e	39
ō	oː	15
j’	dʒʰ	3
^g’	gʰ	6
^y	j	2
^g	g	4
d	d̪	7
ī	iː	1
^h	h	5
ǎ	æ	1
h	h	2
^ũ	ũ	2
^u	u	1
^n	n̪	3
^d’	d̪ʰ	2
ū	uː	2
ã	ã	1
^j	dʒ	3
-$	NULL	11
^k’	kʰ	1
^ě	ə	1
ä	ɛ	1
^āi	aːi	1
au	au	1
t’	t̪ʰ	3
^ā̃	ãː	1
k’	kʰ	2
ai	ai	2
ṭ’	ʈʰ	1
^r	r	1
^B	b	1
’	NULL	2
ũ	ũ	1
