Grapheme	IPA	Frequency
^p	p	13
ō	oː	21
n	n̪	20
j	dʒ	6
$	NULL	166
^š	ʃ	10
h	h	27
^s	s	11
a	ʌ	74
t	t̪	37
^a	ʌ	5
š	ʃ	24
ṭ	ʈ	7
^n	n̪	5
^e	e	2
k	k	27
^d	d̪	18
ū	uː	15
^t	t̪	23
r	r	51
e	e	49
^ch	tʃ	3
au	au	4
ā	ʌː	50
d	d̪	31
s	s	36
-	+	29
i	i	79
p	p	20
+	+	59
ai	ai	24
^ā	ʌː	26
y	j	3
^b	b	7
b	b	21
^m	m	5
ch	tʃ	10
o	o	4
^i	i	6
^j	dʒ	3
^ṯs̱’	tsʰ	1
^ch’	tʃʰ	2
l	l	8
^h	h	7
ẽ	ẽ	10
^g	g	4
g	g	2
ṛ	ɽ	13
ī	iː	5
r̄	r	1
ou	əʊ	1
z	z	3
u	u	24
^r	r	3
m	m	13
ṣ̌	ʂ	1
^k’	kʰ	3
^w	w	2
^k	k	6
^ž	ʒ	2
v	v	2
-$	NULL	9
^ī	iː	1
^u	u	3
d’	d̪ʰ	1
ō̃	õː	1
^ḍ	ɖ	1
ū̃	ũː	1
w	w	2
^X	x	1
^b’	bʰ	1
ũ	ũ	1
ě	ə	1
^p’	pʰ	1
ch’	tʃʰ	1
ĩ	ĩ	1
ã	ã	1
ng	ŋ	1
