Grapheme	IPA	Frequency
^p	p	4
ā̃	ãː	21
z	z	3
$	NULL	166
^š	ʃ	4
o	o	1
h	h	9
^s	s	29
ā	ʌː	50
t	t̪	21
^ā	ʌː	2
ṭ’	ʈʰ	7
^n	n̪	6
a	ʌ	104
ū̃	ũː	2
^a	ʌ	4
k	k	24
^d	d̪	8
š	ʃ	15
ū	uː	37
^ch	tʃ	1
r	r	29
^m’	mʰ	9
l	l	29
-	+	6
g	g	22
ai	ai	17
n	n̪	16
+	+	62
m’	mʰ	1
āi	aːi	2
^ž	ʒ	2
^b’	bʰ	3
ē̃	ẽː	7
^m	m	22
^g’	gʰ	9
ī̃	ĩː	11
s	s	25
m	m	7
^d’	d̪ʰ	2
ī	iː	22
ō	oː	22
^g	g	8
^k	k	9
ng	ŋ	1
u	u	28
^b	b	12
^h	h	4
i	i	20
g’	gʰ	2
ṭ	ʈ	22
^t	t̪	19
^ꭓ	x	1
-$	NULL	9
^k’	kʰ	2
d	d̪	5
b	b	15
ē	eː	10
^z	z	4
^ai	ai	2
^ō	oː	1
ḍ	ɖ	1
t’	t̪ʰ	7
ō̃	õː	7
y	j	4
^ō̃	õː	1
ch’	tʃʰ	1
ĩ	ĩ	1
ṇ	ɳ	2
^w	w	2
^ḍ	ɖ	2
w	w	2
p	p	1
e	e	1
q	q	1
^X	x	1
^ū	uː	1
ꭓ	x	1
ṅ	ŋ	1
^y	j	1
