Grapheme	IPA	Frequency
^ṅ	ŋ	1
ā	ʌː	54
-	+	81
y	j	15
a	ʌ	55
k	k	38
$	NULL	98
^t	t̪	5
ū	uː	15
^a	ʌ	9
t	t̪	6
ai	ai	3
^n	n̪	5
i	i	19
^h	h	9
s	s	3
^s	s	2
u	u	7
m	m	17
^l	l	4
^ā	ʌː	12
p	p	9
^p	p	2
^d	d̪	5
w	w	11
^m	m	13
n	n̪	16
ī	iː	2
d	d̪	2
ṅ	ŋ	18
^ch’	tʃʰ	4
ch	tʃ	4
+	+	8
ch’	tʃʰ	2
g’	gʰ	2
ō	oː	9
ḍ	ɖ	3
^g	g	2
āi	aːi	2
o	o	11
b	b	2
r	r	2
d’	d̪ʰ	2
^i	i	6
k’	kʰ	2
e	e	3
°	NULL	1
ei	ei	1
^k’	kʰ	4
ē	eː	3
h	h	1
ã	ã	2
^ō	oː	1
^ch	tʃ	2
^y	j	2
^ū	uː	1
^k	k	5
^b	b	1
p’	pʰ	1
^p’	pʰ	1
l	l	1
^g’	gʰ	1
^w	w	1
g	g	1
