Grapheme	IPA	Frequency
^p	p	15
a	ʌ	13
n	n̪	38
$	NULL	176
^t	t̪	8
å	ɔ	17
ṟ	r	22
^b’	bʰ	2
u	u	51
à	a	43
h	h	55
^d’	d̪ʰ	1
ī	iː	31
m	m	31
^h	h	23
l	l	48
e	e	38
^k	k	23
^ǔ	ŏ	12
w	w	23
+	+	118
k	k	18
^à	a	2
r	r	12
-	+	43
ei	ei	10
ū	uː	2
g	g	17
b	b	11
ǎ̀	ă	30
^ī	iː	5
ě	ə	5
^b	b	16
p	p	7
ǔ	ŏ	23
^e	e	3
t	t̪	6
c	c	1
.	NULL	1
ñ	ɲ	1
ō	oː	4
ṅ	ŋ	16
i	i	6
^m	m	16
ᵏ	k̚	24
s	s	3
ou	əʊ	2
ǎ	æ	2
^ǎ̀	ă	7
o͝	o	4
^ch	tʃ	3
ch	tʃ	4
ᵗ	t̪̚	8
^g	g	15
^j	dʒ	2
^d	d̪	8
^r	r	2
ā	ʌː	1
…	NULL	2
ö	ø	4
^s	s	1
ṟˡ	rˡ	1
^l	l	4
ǒ	ɒ	2
y	j	1
^å	ɔ	9
^y	j	12
ä	ɛ	1
ai	ai	32
^ṟ	r	20
ʰ	h	1
d	d̪	8
ē	eː	2
j	dʒ	1
^ṅ	ŋ	2
^ou	əʊ	1
au	au	1
^š	ʃ	1
^ei	ei	1
