Grapheme	IPA	Frequency
^p	p	6
å	ɔ	16
n	n̪	31
z	z	13
$	NULL	170
^š	ʃ	7
ā	ʌː	9
δ	ð	7
^h	h	6
ü	y	13
b	b	3
t	t̪	82
^n	n̪	5
au	au	1
^ī	iː	2
v	v	16
^δ	ð	6
a	ʌ	102
s	s	14
^b	b	10
ū	uː	12
i	i	49
^t	t̪	21
r	r	41
^ṯs̱	ts	3
à	a	34
-	+	25
+	+	58
š	ʃ	42
^v	v	2
^ꭓ	x	3
^d	d̪	10
āi	aːi	9
^k	k	4
ö	ø	10
d	d̪	36
^z	z	2
m	m	13
e	e	7
g	g	10
^y	j	24
^m	m	8
ɣ	ɣ	7
^ch	tʃ	5
u	u	34
k	k	20
^ɣ	ɣ	8
ṣ̌	ʂ	4
ch	tʃ	16
ō	oː	5
h	h	4
^i	i	2
ei	ei	19
^ā	ʌː	1
f	f	7
p	p	6
l	l	3
^ṣ̌	ʂ	1
ꭓ	x	9
ī	iː	18
…	NULL	2
ts	ts	1
^ts	ts	1
^o	o	1
^r	r	5
-$	NULL	10
w	w	4
^w	w	10
j	dʒ	1
^s	s	19
^ž	ʒ	2
^g	g	1
o	o	8
ē	eː	2
y	j	1
ž	ʒ	1
^a	ʌ	1
q	q	1
^X	x	1
ai	ai	1
^ꭓ́	x	1
^u	u	1
ng	ŋ	1
^j	dʒ	1
ꭓ́	x	1
