Grapheme	IPA	Frequency
^b	b	13
a	ʌ	56
-	+	128
ṅ	ŋ	31
$	NULL	179
^ch’	tʃʰ	2
^s	s	9
ā	ʌː	132
t	t̪	16
^ā	ʌː	1
ṭ	ʈ	1
h	h	23
^n	n̪	29
au	au	5
^k	k	12
^d	d̪	5
s	s	34
i	i	43
o	o	57
m	m	20
u	u	79
l	l	40
ai	ai	17
y	j	12
k	k	74
n	n̪	39
k’	kʰ	3
+	+	74
b	b	2
r	r	60
d	d̪	21
e	e	61
^m	m	14
^b’	bʰ	3
z	z	11
b’	bʰ	6
^z	z	1
^l	l	4
^g’	gʰ	6
ī	iː	3
p’	pʰ	1
^h	h	35
ñ	ɲ	3
^p’	pʰ	2
^ch	tʃ	7
ü	y	6
ch	tʃ	6
hy	hʲ	1
q	q	1
g	g	4
j	dʒ	4
ch’	tʃʰ	1
^d’	d̪ʰ	1
^k’	kʰ	3
^a	ʌ	1
g’	gʰ	1
^r	r	2
^t	t̪	4
^j	dʒ	1
^u	u	2
^p	p	1
^ṅ	ŋ	10
ū	uː	3
w	w	4
^y	j	1
t’	t̪ʰ	20
ei	ei	1
^ñ	ɲ	2
^š	ʃ	1
p	p	1
^gy	gʲ	1
ṭ’	ʈʰ	2
^B	b	1
’	NULL	1
^i	i	1
^g	g	4
d’	d̪ʰ	1
