Grapheme	IPA	Frequency
^p	p	14
r	r	46
à	a	90
m	m	30
$	NULL	158
+	+	108
u	u	17
y	j	12
p	p	18
i	i	12
l	l	8
b	b	4
ei	ei	4
o	o	49
n	n̪	29
^m	m	12
^d	d̪	4
^b	b	5
^à	a	14
k	k	37
^t	t̪	6
ṅ	ŋ	33
e	e	88
d	d̪	5
ai	ai	23
s	s	25
^p’	pʰ	12
ü	y	3
^s	s	11
^k	k	13
ḥ	h	5
ñ	ɲ	16
ō	oː	6
t	t̪	23
^ch’	tʃʰ	6
ē	eː	11
ch’	tʃʰ	1
ā	ʌː	2
ch	tʃ	34
^k’	kʰ	12
^l	l	2
ö	ø	14
h	h	2
^ch	tʃ	3
oi	ɔɪ	2
^n	n̪	10
v	v	23
ou	əʊ	12
^a	ʌ	1
p’	pʰ	1
^h	h	1
^r	r	2
k’	kʰ	1
^y	j	8
^e	e	8
^oi	ɔɪ	1
^v	v	10
ū	uː	17
ǒ	ɒ	1
ts	ts	1
^t’	t̪ʰ	2
ī	iː	1
t’	t̪ʰ	1
^P	p	1
À	ɑ	1
ṇ	ɳ	1
au	au	1
