Grapheme	IPA	Frequency
^ṅ	ŋ	9
ā	ʌː	111
-	+	146
ch	tʃ	35
i	i	84
$	NULL	165
^t	t̪	5
u	u	26
k	k	21
^n	n̪	6
^r	r	2
e	e	41
^b	b	6
o	o	63
^i	i	6
b	b	4
m	m	31
p	p	26
ṅ	ŋ	26
^s	s	5
^l	l	5
^p	p	14
+	+	39
a	ʌ	23
^m	m	15
ch’	tʃʰ	10
^o	o	6
n	n̪	27
s	s	19
l	l	12
^y	j	1
°	NULL	6
^ch’	tʃʰ	6
^g’	gʰ	5
r	r	24
^g	g	3
h	h	6
^k’	kʰ	24
d	d̪	3
^w	w	2
^u	u	1
t	t̪	24
k’	kʰ	8
ai	ai	1
^d	d̪	2
^ā	ʌː	17
^ū	uː	2
^ai	ai	1
y	j	5
^ch	tʃ	3
w	w	15
^k	k	16
-$	NULL	2
ei	ei	3
^t’	t̪ʰ	1
t’	t̪ʰ	2
ē	eː	1
ö	ø	2
^h	h	3
au	au	1
^I	i	1
š	ʃ	1
d’	d̪ʰ	1
