Grapheme	IPA	Frequency
^h	h	4
ā	ʌː	89
-	+	85
à	a	34
n	n̪	31
$	NULL	184
o	o	38
l	l	44
^s’	sʰ	8
i	i	44
t	t̪	30
^p	p	6
y	j	42
e	e	19
^k	k	2
au	au	3
^t	t̪	12
ō	oː	64
k	k	51
ṅ	ŋ	83
p	p	41
+	+	151
s’	sʰ	17
ai	ai	12
^s	s	4
^ᵃ	ă	26
p’	pʰ	12
w	w	48
u	u	43
m	m	30
h	h	1
ᵏ	k̚	2
^m	m	15
^i	i	2
^l	l	10
^θ	θ	5
ñ	ɲ	2
s	s	5
ᵃ	ă	18
^w	w	9
a	ʌ	10
ē	eː	3
^e	e	3
ch	tʃ	3
^ō	oː	2
z	z	2
^n	n̪	43
˨$	²	1
^’	NULL	1
n’	n̪̊ʰ	1
^ṅ	ŋ	11
^a	ʌ	5
ei	ei	43
^ɣ́	ɣ	3
^š	ʃ	1
^ng	ŋ	1
ꭓ́	x	1
ä	ɛ	8
^y	j	3
^^	NULL	4
ɣ́	ɣ	1
å	ɔ	1
ᵗ	t̪̚	1
^ch	tʃ	3
^ai	ai	2
