Grapheme	IPA	Frequency
^p	p	23
a	ʌ	63
n	n̪	23
j	dʒ	16
$	NULL	203
^ch’	tʃʰ	4
^s	s	7
t	t̪	16
^a	ʌ	15
ṭ	ʈ	7
ṭ’	ʈʰ	5
^n	n̪	5
ō	oː	83
^h	h	22
i	i	15
k	k	14
ḍ	ɖ	25
^ḍ	ɖ	3
^b	b	11
^t	t̪	15
r	r	47
ē	eː	32
^ch	tʃ	2
ā	ʌː	67
p	p	3
-	+	19
w	w	5
ā̃	ãː	11
+	+	49
^m	m	11
^b’	bʰ	8
b’	bʰ	5
ī	iː	33
ṇ	ɳ	8
ū	uː	22
ṛ	ɽ	2
e	e	12
y	j	22
^v	v	6
h	h	8
u	u	22
a’u	au	1
^g	g	7
ng	ŋ	1
’	NULL	3
^d’	d̪ʰ	4
^d	d̪	2
ū̃	ũː	26
^g’	gʰ	5
^ḍ’	ɖʰ	2
g	g	6
ō̃	õː	3
^k	k	12
^hy	hʲ	3
ē̃	ẽː	12
ī̃	ĩː	23
^k’	kʰ	7
s	s	20
m	m	22
b	b	3
ch’	tʃʰ	4
^u	u	5
ch	tʃ	2
t’	t̪ʰ	3
^w	w	2
l	l	5
ñ	ɲ	7
-$	NULL	9
^j	dʒ	5
j’	dʒʰ	1
^ā̃	ãː	16
o	o	1
ï	ɪ	5
d’	d̪ʰ	9
v	v	12
^ū	uː	3
k’	kʰ	2
^l	l	2
^r	r	2
^B	b	1
^P	p	1
ṅ	ŋ	1
d	d̪	1
^ā	ʌː	1
ḍ’	ɖʰ	1
