Grapheme	IPA	Frequency
^ṅ	ŋ	20
å	ɔ	96
$	NULL	163
^ch	tʃ	3
à	a	31
k	k	41
^k	k	14
u	u	49
+	+	165
n	n̪	6
i	i	30
t	t̪	12
^š	ʃ	3
ö	ø	14
^t	t̪	9
a	ʌ	12
š	ʃ	4
^n	n̪	28
e	e	22
^θ	θ	24
o	o	6
^l	l	9
^ᵃ	ă	12
p	p	13
°	NULL	9
g	g	2
m	m	49
ā	ʌː	12
y	j	18
w	w	11
^ñ	ɲ	3
ᵃ	ă	14
ṅ	ŋ	8
^y	j	2
^m	m	12
-	+	14
ä	ɛ	48
l	l	13
^s	s	5
ei	ei	3
ᵗ	t̪̚	4
ĩ	ĩ	3
d	d̪	58
θ	θ	13
ẽ	ẽ	16
^ö	ø	1
^w	w	3
ch	tʃ	1
^j	dʒ	2
^ts	ts	2
^d	d̪	1
r	r	20
^p	p	2
^b	b	1
h	h	7
^r	r	1
ã	ã	1
ñ	ɲ	1
j	dʒ	2
^^	NULL	2
^ky	kʲ	2
^P	p	1
s	s	1
ai	ai	1
^ei	ei	1
ᵘ	ŭ	1
ᵖ	p̚	1
ǎ	æ	1
ᵏ	k̚	1
ǒ	ɒ	1
