Grapheme	IPA	Frequency
^ṅ	ŋ	5
ai	ai	63
$	NULL	166
^ch	tʃ	4
o	o	32
^n	n̪	19
à	a	128
w	w	29
^ṯs̱	ts	3
å	ɔ	10
^k	k	20
i	i	10
^l	l	9
+	+	176
m	m	20
ch	tʃ	5
ö	ø	13
^θ	θ	8
e	e	16
^p	p	32
^à	a	11
-$	NULL	1
d	d̪	6
ṅ	ŋ	8
p	p	39
r	r	20
l	l	55
-	+	4
h	h	15
ä	ɛ	25
^m	m	8
^w	w	1
^b	b	15
au	au	14
u	u	16
b	b	1
ḏẕ	dz	1
^t	t̪	9
z	z	1
j	dʒ	2
t	t̪	15
y	j	3
^^	NULL	16
k	k	11
ü	y	30
^g	g	2
ky	kʲ	1
^h	h	2
^d	d̪	1
ẽ	ẽ	1
^dz	dz	1
^ä	ɛ	1
^ou	əʊ	1
n	n̪	3
θ	θ	15
ǎ	æ	6
ǔ	ŏ	6
ei	ei	3
ou	əʊ	1
^r	r	1
^ḏẕ	dz	1
^B	b	1
oi	ɔɪ	1
ᵖ	p̚	1
^ñ	ɲ	1
