Grapheme	IPA	Frequency
^m	m	9
o	o	90
l	l	71
oi	ɔɪ	3
$	NULL	169
^t	t̪	10
i	i	86
b	b	11
u	u	21
r	r	22
^g	g	6
^t’	t̪ʰ	1
a	ʌ	66
m	m	44
s	s	20
ṅ	ŋ	30
g	g	50
d	d̪	5
ḍ	ɖ	5
^b	b	13
^u	u	6
p	p	32
e	e	82
^i	i	13
°	NULL	11
n	n̪	16
^a	ʌ	27
-	+	119
ē	eː	1
^-	+	1
t	t̪	21
+	+	56
j	dʒ	1
k	k	66
ai	ai	10
^b’	bʰ	1
^k	k	11
^l	l	8
ṇ	ɳ	2
^g’	gʰ	4
ṛ	ɽ	20
ī	iː	2
^s	s	11
ã	ã	3
^o	o	21
ᶜ	c̚	5
ʰ	h	5
ṭ	ʈ	3
ṛ’	ɽʰ	2
h	h	4
^j’	dʒʰ	1
^h	h	7
^d	d̪	3
^ch	tʃ	1
^ñ	ɲ	1
^e	e	9
^ḍ	ɖ	2
^ai	ai	1
au	au	6
ei	ei	2
ch	tʃ	12
^ā	ʌː	1
ā	ʌː	2
^r	r	1
ᵖ	p̚	1
ᵏ	k̚	2
