Grapheme	IPA	Frequency
^b’	bʰ	2
o	o	21
ṅ	ŋ	6
$	NULL	92
^r	r	2
ē	eː	10
^t	t̪	7
ā	ʌː	44
r	r	11
^g’	gʰ	3
ū	uː	17
au	au	1
-	+	51
w	w	2
a	ʌ	30
ḍ’	ɖʰ	1
u	u	2
m	m	33
^s	s	5
k	k	13
p	p	20
l	l	15
^u	u	5
^m	m	10
^ū	uː	11
^l	l	2
s	s	7
b	b	5
^h	h	1
š	ʃ	2
e	e	6
y	j	10
ch	tʃ	5
+	+	12
i	i	5
g’	gʰ	2
b’	bʰ	2
ai	ai	3
^g	g	3
k’	kʰ	3
g	g	4
d	d̪	2
^ñ	ɲ	1
ñ	ɲ	1
^y	j	7
^n	n̪	3
p’	pʰ	1
^ch’	tʃʰ	1
^k’	kʰ	6
^ā	ʌː	2
ō	oː	1
ã	ã	1
^j	dʒ	1
^k	k	6
^ṅ	ŋ	2
t	t̪	3
d’	d̪ʰ	2
^ī	iː	3
^ō	oː	2
^i	i	1
n	n̪	3
^p	p	1
^b	b	2
^a	ʌ	1
h	h	1
^p’	pʰ	1
^d	d̪	1
