Grapheme	IPA	Frequency
^ṅ	ŋ	21
a	ʌ	82
$	NULL	163
^d’	d̪ʰ	1
u	u	56
k	k	19
^d	d̪	5
n	n̪	20
^gy	gʲ	4
e	e	16
t	t̪	21
^g	g	8
^ch	tʃ	6
i	i	69
-	+	113
t’	t̪ʰ	4
m	m	36
b	b	10
^ñ	ɲ	3
^s	s	3
^ž	ʒ	2
^a	ʌ	15
p	p	17
l	l	16
o	o	85
ä	ɛ	6
ñ	ɲ	1
ṯs̱	ts	9
g	g	9
y	j	47
^p	p	1
ü	y	3
ch’	tʃʰ	1
ž	ʒ	4
^m	m	8
^n	n̪	4
^b	b	14
ṯs̱’	tsʰ	2
^t	t̪	5
^l	l	5
ṅ	ŋ	39
ts	ts	6
^p’	pʰ	3
k’	kʰ	4
^k’	kʰ	27
^r	r	3
p’	pʰ	2
^š	ʃ	6
+	+	56
š	ʃ	2
ts’	tsʰ	1
z	z	2
^t’	t̪ʰ	2
w	w	5
r	r	4
ch	tʃ	12
^y	j	2
^z	z	1
ky	kʲ	2
^ch’	tʃʰ	7
d	d̪	24
gy	gʲ	7
s	s	6
^k	k	3
^ky	kʲ	1
^g’	gʰ	1
^H	h	1
^ḍ	ɖ	1
au	au	1
