Grapheme	IPA	Frequency
^ṅ	ŋ	23
ā	ʌː	192
$	NULL	177
^ṭ	ʈ	1
ū	uː	1
^n	n̪	11
i	i	93
s	s	13
^p	p	5
r	r	37
e	e	86
^b	b	2
^k	k	5
u	u	22
^g	g	2
^ch	tʃ	4
ī	iː	1
^h	h	8
n	n̪	51
^s	s	6
o	o	38
m	m	41
l	l	34
^ā	ʌː	13
-	+	157
b	b	27
d	d̪	12
+	+	79
ṅ	ŋ	17
k	k	34
a	ʌ	12
^j’	dʒʰ	6
y	j	10
j’	dʒʰ	10
^m	m	14
t	t̪	17
^t	t̪	15
h	h	5
^r	r	5
v	v	1
^t’	t̪ʰ	20
^g’	gʰ	1
ch’	tʃʰ	8
^l	l	3
g	g	6
^b’	bʰ	3
ch	tʃ	4
^y	j	19
^ai	ai	1
^k’	kʰ	2
p	p	22
āi	aːi	1
ai	ai	1
j	dʒ	7
p’	pʰ	1
w	w	2
ẽ	ẽ	1
^p’	pʰ	2
^ch’	tʃʰ	1
^ky	kʲ	1
t’	t̪ʰ	1
^L	l	1
d’	d̪ʰ	1
^u	u	1
ṭ’	ʈʰ	1
^ñ	ɲ	1
^d’	d̪ʰ	1
