Grapheme	IPA	Frequency
^p	p	12
a	ʌ	94
n	n̪	78
ṯs̱	ts	2
$	NULL	211
z	z	6
^š	ʃ	6
ě	e	18
^s	s	12
t’	t̪ʰ	31
t	t̪	9
^ē	eː	2
ṭ’	ʈʰ	5
^n	n̪	7
au	au	10
ō̃	õː	2
^a	ʌ	12
k’	kʰ	9
^d	d̪	9
h	h	24
^z	z	12
ē	eː	11
^t	t̪	32
r	r	50
^ṯs̱	ts	3
ō	oː	31
^m’	mʰ	11
ā	ʌː	80
l	l	17
u	u	72
ᵘ	ŭ	19
i	i	47
-	+	7
s	s	38
d	d̪	8
š	ʃ	7
+	+	63
m’	mʰ	1
āi	aːi	3
^b	b	20
ī	iː	16
^b’	bʰ	4
y	j	5
ai	ai	2
^m	m	7
ū	uː	12
^k	k	9
ǒ	ɒ	19
^g	g	7
ñ	ɲ	5
ṛ	ɽ	22
k	k	6
ṭ	ʈ	3
ⁱ	ĭ	12
^g’	gʰ	9
^r	r	5
^h	h	14
^ts’	tsʰ	3
b	b	6
m	m	34
^w	w	3
b’	bʰ	1
^ky	kʲ	3
^ā̃	ãː	1
v	v	1
ts’	tsʰ	7
-$	NULL	11
^k’	kʰ	5
^y	j	2
^ts	ts	2
g	g	12
ch’	tʃʰ	3
ch	tʃ	1
^ā	ʌː	1
ḍ	ɖ	5
^l	l	2
ou	əʊ	1
^ḍ	ɖ	3
p	p	1
p’	pʰ	1
^S	s	1
^D	d	1
^ū̃	ũː	1
^j	dʒ	1
w	w	1
ṇ	ɳ	1
j	dʒ	1
