Grapheme	IPA	Frequency
^p	p	20
a	ʌ	166
n	n̪	83
j	dʒ	2
$	NULL	216
^š	ʃ	18
š	ʃ	15
^h	h	2
f	f	8
t	t̪	29
^n	n̪	16
u	u	36
^y	j	1
k	k	12
^d	d̪	15
h	h	21
ū	uː	18
^s	s	10
i	i	50
^ch	tʃ	6
ā	ʌː	85
r	r	63
d	d̪	80
^i	i	2
-	+	44
p	p	9
^a	ʌ	8
z	z	19
+	+	18
)	NULL	1
^m	m	22
^b	b	29
^ꭓ	x	8
ᵛ	v̚	1
ō	oː	2
^k	k	3
s	s	16
^z	z	20
ch	tʃ	3
ꭓ	x	7
y	j	7
g	g	13
v	v	8
m	m	30
^ā	ʌː	11
ī	iː	45
b	b	7
l	l	4
^u	u	2
^ū	uː	2
^r	r	13
w	w	15
-$	NULL	10
^-	+	6
^t	t̪	1
^ī	iː	5
^g	g	2
^t̤	t	1
q	q	1
^X	x	2
ai	ai	1
t̤	t	4
^A	ʌ	1
ɣ	ɣ	1
δ	ð	1
