Grapheme	IPA	Frequency
^ṅ	ŋ	12
a	ʌ	121
$	NULL	164
^ṭ	ʈ	1
u	u	60
k	k	33
^d	d̪	16
n	n̪	30
^gy	gʲ	6
e	e	21
^g	g	6
^ch	tʃ	7
i	i	69
^ñ	ɲ	2
ī	iː	2
^s	s	5
m	m	32
^š	ʃ	4
^p	p	20
-	+	156
p	p	30
l	l	24
ä	ɛ	2
ñ	ɲ	1
ṯs̱’	tsʰ	10
o	o	108
^a	ʌ	2
j	dʒ	3
^n	n̪	4
^m	m	7
r	r	17
ḏẕ	dz	1
ṅ	ŋ	56
^t	t̪	5
oi	ɔɪ	2
d	d̪	21
^l	l	5
^ch’	tʃʰ	4
ts’	tsʰ	11
^k	k	6
^r	r	2
p’	pʰ	2
^k’	kʰ	39
š	ʃ	4
^h	h	1
’	NULL	1
+	+	67
dz	dz	1
^t’	t̪ʰ	2
b	b	6
^y	j	4
^ts	ts	1
y	j	33
t	t̪	11
ch	tʃ	3
t’	t̪ʰ	1
g	g	21
^b	b	2
s	s	8
ḍ	ɖ	6
k’	kʰ	3
ṯs̱	ts	1
^K	k	1
ch’	tʃʰ	1
w	w	1
