Grapheme	IPA	Frequency
^ṅ	ŋ	4
ai	ai	10
+	+	154
m	m	26
à	a	106
$	NULL	167
^s	s	3
u	u	27
^n	n̪	22
w	w	29
^s’	sʰ	3
å	ɔ	16
^k	k	19
e	e	2
^t	t̪	14
ì	i	1
s’	sʰ	1
ö	ø	35
ṅ	ŋ	4
^θ	θ	10
^l	l	3
ī	iː	6
^p	p	32
^à	a	43
-$	NULL	2
d	d̪	5
n	n̪	4
p	p	39
r	r	19
t	t̪	17
h	h	27
ä	ɛ	44
^m	m	9
^w	w	1
i	i	61
^b	b	14
o	o	8
b	b	2
ⁱ	ĭ	2
s	s	6
ᵃ	ă	1
ǎ	æ	6
ǔ	ŏ	6
z	z	3
y	j	4
^^	NULL	17
k	k	11
l	l	37
^å	ɔ	1
ü	y	19
^g	g	1
ch	tʃ	1
^h	h	1
ā	ʌː	3
^d	d̪	1
θ	θ	17
à̃	ã	2
^z	z	3
ẹ	ɪ	13
^ä	ɛ	1
^i	i	1
a	ʌ	1
^k’	kʰ	2
^r	r	1
au	au	1
^B	b	1
ᵖ	p̚	1
ou	əʊ	1
^ch	tʃ	1
