Grapheme	IPA	Frequency
^p	p	9
ā̃	ãː	13
ch	tʃ	6
$	NULL	174
^ch’	tʃʰ	1
a	ʌ	48
^s	s	6
ā	ʌː	114
t	t̪	16
^ā	ʌː	3
ṭ’	ʈʰ	3
^n	n̪	5
ō	oː	19
^ē	eː	1
k	k	17
^d	d̪	8
s	s	7
^t	t̪	20
ī	iː	27
n	n̪	24
^ch	tʃ	8
r	r	53
^b	b	24
p	p	20
ū	uː	18
-	+	18
ū̃	ũː	6
ē̃	ẽː	25
+	+	50
b	b	10
^m	m	16
^b’	bʰ	4
h	h	16
ṇ	ɳ	7
o	o	8
^y	j	1
d	d̪	6
ᵃ	ă	17
m	m	40
^l	l	3
u	u	12
y	j	13
g	g	18
^g’	gʰ	7
w	w	3
l	l	9
^u	u	7
^j	dʒ	3
ē	eː	38
e	e	3
ṭ	ʈ	8
ī̃	ĩː	4
ṛ	ɽ	8
i	i	11
j	dʒ	10
^g	g	8
^k	k	9
^h	h	14
k’	kʰ	5
ḍ	ɖ	5
ǒ	ɒ	1
ḷ	ɭ	2
^ky	kʲ	1
^au	au	1
^ō	oː	8
^a	ʌ	2
ai	ai	2
-$	NULL	10
^k’	kʰ	2
ã	ã	1
^w	w	7
t’	t̪ʰ	6
^t’	t̪ʰ	1
^o	o	1
^ā̃	ãː	1
ũ	ũ	1
^B	b	1
’	NULL	1
^R	r	1
d’	d̪ʰ	1
^ū̃	ũː	1
