Grapheme	IPA	Frequency
^p	p	13
ā̃	ãː	15
ch	tʃ	6
$	NULL	202
^ch’	tʃʰ	3
ai	ai	9
^s	s	7
ā	ʌː	93
t	t̪	23
^ā	ʌː	4
ṭ’	ʈʰ	3
^n	n̪	8
au	au	4
ō̃	õː	7
^ē	eː	1
k	k	18
^ai	ai	1
^d	d̪	7
a	ʌ	95
s	s	11
ō	oː	54
^t	t̪	26
ī	iː	24
n	n̪	36
^ch	tʃ	4
r	r	63
^b	b	39
p	p	11
-	+	19
k’	kʰ	5
ē	eː	47
u	u	34
i	i	32
+	+	50
b	b	3
^m	m	20
^b’	bʰ	6
y	j	25
e	e	1
h	h	23
d	d̪	4
ᵃ	ă	11
m	m	46
^l	l	6
g	g	16
^au	au	1
^j	dʒ	5
l	l	9
ṛ	ɽ	6
ṭ	ʈ	6
^g’	gʰ	5
w	w	3
^g’uriyā̃̃	gʰ u r i j ãː	1
^g	g	6
ï	ɪ	5
^k	k	12
^h	h	17
^a	ʌ	2
ch’	tʃʰ	3
j	dʒ	8
ī̃	ĩː	2
^ū̃	ũː	2
^ū	uː	4
ū	uː	4
^ā̃	ãː	2
ē̃	ẽː	8
ĩ	ĩ	15
^ky	kʲ	1
^ō	oː	1
^p’	pʰ	1
-$	NULL	10
^k’	kʰ	1
ū̃	ũː	7
^ṭ’	ʈʰ	1
ṛ’	ɽʰ	1
^u	u	2
ũ	ũ	1
b’	bʰ	1
^B	b	1
’	NULL	1
^Ī	iː	1
^P	p	1
ᵉ	ĕ	1
d’	d̪ʰ	1
