Grapheme	IPA	Frequency
^p	p	10
ā̃	ãː	12
ch	tʃ	7
i	i	45
$	NULL	191
^ch’	tʃʰ	2
a	ʌ	101
^s	s	6
ā	ʌː	109
t	t̪	14
^ā	ʌː	4
ṭ’	ʈʰ	4
^n	n̪	12
au	au	4
^ē	eː	1
k	k	25
^d	d̪	10
s	s	8
u	u	26
^t	t̪	24
ī	iː	28
n	n̪	29
^ch	tʃ	4
r	r	80
^b	b	25
p	p	12
d	d̪	9
-	+	18
ē	eː	20
+	+	50
b	b	4
^m	m	22
h	h	42
ᵃ	ă	17
āi	aːi	2
^b’	bʰ	1
o	o	5
e	e	16
ū	uː	6
y	j	17
^l	l	4
ṭ	ʈ	8
m	m	26
^g’	gʰ	7
ō	oː	15
ṛ	ɽ	11
^g	g	11
ai	ai	15
ī̃	ĩː	3
^k	k	10
g	g	13
^h	h	13
l	l	4
^ū̃	ũː	2
^ū	uː	1
g’	gʰ	1
ch’	tʃʰ	1
^au	au	1
^j	dʒ	4
-$	NULL	9
^k’	kʰ	1
ĩ	ĩ	25
w	w	4
m’	mʰ	18
^ṭ’	ʈʰ	1
ṛ’	ɽʰ	1
ū̃	ũː	2
^w	w	10
^u	u	10
ē̃	ẽː	1
ũ	ũ	6
hy	hʲ	1
ã	ã	1
õ	õ	1
j	dʒ	7
k’	kʰ	3
^o	o	1
t’	t̪ʰ	1
^ā̃	ãː	1
b’	bʰ	2
^r	r	1
^P	p	1
