Grapheme	IPA	Frequency
^w	w	1
a	ʌ	134
$	NULL	175
^k’	kʰ	9
i	i	31
^ch	tʃ	1
^š	ʃ	10
r	r	7
e	e	13
^h	h	6
o	o	42
^h’ū	h uː	1
^g	g	9
ū	uː	18
v	v	1
^j	dʒ	4
ē	eː	29
^ṯs̱	ts	1
^ñ	ɲ	24
^s	s	4
ö	ø	67
^l	l	3
^a	ʌ	17
b	b	32
ā	ʌː	10
+	+	138
g	g	6
k	k	36
n	n̪	4
ñ	ɲ	1
d	d̪	14
ü	y	16
w	w	13
m	m	16
ä	ɛ	3
z	z	5
^g’	gʰ	5
^z	z	6
^m	m	13
ī	iː	4
^ž	ʒ	6
’	NULL	4
^ts	ts	3
k’	kʰ	3
š	ʃ	2
t	t̪	3
ch	tʃ	3
^k	k	4
ts	ts	4
õ	õ	1
^b	b	2
^n	n̪	21
^dz	dz	1
dz	dz	1
ṯs̱	ts	2
ï	ɪ	5
-	+	1
^p	p	1
^i	i	1
y	j	30
^t’	t̪ʰ	19
l	l	21
f	f	1
^d	d̪	1
s	s	1
ž	ʒ	2
j	dʒ	1
^t	t̪	1
^ū	uː	1
h	h	1
